p_np,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
1,-0.8809105653802795,0.8252700183418815,-0.9402439928013596,0.02217534360294452,0.4367879654031811,1.1317287515208194,0.4897647538781423,-0.23682679418549696,0.8761600856442618,0.195144065204027,-0.526840283411707,-0.5943248803905213,-0.1415415275069037,-0.0402795864494276,-0.2640951475974463,0.4518661247685729,0.3326555020116879,0.45706449069982363,1.0720384440008741,-0.13947385524545447
1,-0.14811175886408506,0.396013770015576,-0.9073516813864438,-0.11808420228502181,0.9739639210710173,0.4778540003275572,0.861551936979574,0.07826019257194193,-0.25466994785429015,-0.44811011794666505,0.3116722061175452,0.5237721533255003,-0.3658808254360719,0.08208621898084144,0.6875529319159968,0.3646288791001572,-0.24296554061788742,0.003144427704922833,-0.6214375547341964,-0.04803854787928382
1,0.1896820236223587,-0.3880612830577403,1.100734997811087,-0.9079563689850337,0.13325658919304897,-0.9609863272272421,-0.22777780584379903,-0.0673101096175422,-0.38493635005845,0.8396450541566891,0.16996679309525076,-0.08010017978169072,-0.3421285720263809,-0.9256293632171272,-0.43802586365271035,-1.3646759902852945,-0.49883391018054557,0.95073574059318,-0.48508732257982884,-0.2226154126814229
1,-0.6128411440283088,-0.26821065648198594,0.6960507855589437,-0.4387493496128073,1.5542124071503705,0.7760936651118567,1.1152062168578643,-0.39671342650655417,0.6133832030794159,-0.3587614208266419,-0.354270260776345,-0.29908539469061124,-0.35284275573719515,1.3747516971824905,0.3955906195671224,0.5403243582042891,0.432329714842641,-0.9602339974839297,-0.5968549685669909,0.26188094686391306
1,0.1068581892805107,1.905474316977246,2.319195796924809,1.2327216527425597,-2.225918055462869,-0.08220496881955734,0.5236107660792659,-0.5107924759962169,-1.3420381882191765,-0.29798106217603776,0.15712624178272877,-1.6637582787267993,-0.3472498156288559,0.6187574064742943,-0.4203337685510236,0.6481361958233874,0.32808936535519884,0.28945396842197546,-0.9545283924500262,0.7632808149310192
1,0.27840020941315485,2.8392001099482767,3.407796882631348,0.3116302948532769,0.2862474970377426,-0.9679734212328107,-1.1039901126312526,0.2637949606211712,0.353404359581964,-0.16169988207460656,0.15423310548591723,1.0594851583787448,-0.34335389200796657,-0.6422245456426869,1.254674691279299,-0.24884865031965156,0.23140482130380127,1.0742706219395226,1.6873820223276934,0.5700890144534152
1,0.8027943106406098,-0.14540117997219396,1.0384516359000102,-0.8196573050700059,-1.7521853512970431,1.3414209180395704,0.3087203315468379,-0.07721791061646796,-1.5669427306878057,0.2953983919172479,-0.1409430641426664,2.1732334564534987,-1.4543950848378506,2.55214702643645,0.7020507641327166,0.04972953509011808,-1.0674531060372152,-0.01534076712219879,0.7004448696066495,-0.9982289125836442
1,-0.5376724986968584,-0.4123513129804383,0.5547596638663672,0.19258307256050464,-0.5020319460328005,-0.29003599594183266,-0.4834103753180362,-0.32222244275130674,0.6757331076998183,0.8759733110805548,0.3491571978144154,0.010405359019138404,0.6374918609653789,0.9694082649653138,-0.1343284334710904,-0.5730758613898598,0.25642601115162744,0.31551954989500763,0.3050503987519048,0.11017741271704906
1,-0.3835199148170489,0.024129240615549368,0.9045375859696497,0.8569614099314885,-0.016566716113547826,1.394410095673585,-0.11669723371151469,1.701652292755537,0.4929500212066985,-0.47375616155740297,0.8503643520542431,-0.4296179341217527,0.29235451612232743,0.27526913627261584,0.2131941305159335,-0.4600810349895862,-0.7382990569530626,0.14281575120463363,-0.5387955339595233,-0.6021739302226597
1,-0.1932183241046997,0.8442306612305815,-1.045165103447252,-0.13699790567144352,0.44216090881113895,-1.3820629595515526,0.27257285865549774,-0.07665496963582895,-0.6230173920523855,-0.4634375086631615,-0.11889698916986367,0.46374133881547963,-0.4503168225896002,0.06960506333745384,-0.9443551858162006,0.03914632271462708,0.16788268951405724,-0.36641319851259785,-0.9570953532511813,-0.29715552914799326
0,-0.7587358600582405,-0.47784054551590666,0.3565084808493967,0.0968299423931056,-0.13168511274484856,-1.0708442146504256,0.5159296694164869,0.5626644306970533,-0.25826916789461934,0.8936234066042246,0.37220337926876973,0.11800420621320054,-0.556797239624442,0.81346512629953,-0.42930615998649074,-0.41909384536095434,1.6980877540686226,0.6460203108798208,0.0759580067340012,-0.29876534276118005
1,0.7386663153963874,0.09368565499146027,-0.13072286481449683,-0.48308574398799753,-0.007959175794777588,-0.8328203407633089,-0.64201937779181,0.5996138888750373,-0.5901675278187302,0.9517881002676325,-0.6573477262947439,-0.11993062234005315,0.45927102037497436,0.331967719320397,0.12611364185801527,-0.4509169226148393,0.11480483170238277,0.17647903810507737,0.4227651665896238,0.43200707524410437
1,-0.4749547599882817,0.26522654099924087,-1.7740757977595278,-0.08737102303395067,0.3338336407349484,-0.8286239925965492,-0.7057143213531778,-0.1932173510221646,-0.5321328844199611,-0.5003418977134415,-0.36068430203967133,-0.03204928326698652,0.061007284434231195,-0.26701642665018605,0.2100232863394201,0.3982810907974329,0.026174634085826463,-0.1921150898390075,-0.3197188291928474,-0.029551988689406755
1,-0.3561329244547875,1.1341152315964114,0.7260802507165137,-0.04387383652325207,0.35500947459786786,0.9667736698573943,0.8370151011102204,-0.7779973545475545,0.635069439567063,-0.15091113132046918,-1.0014915479919357,1.1238230298862113,0.6039933493504535,0.30018697495679947,-0.5419643389414368,-0.7859525707588747,0.6008916361841146,0.655918799220198,0.21988078748778367,0.9450107365377242
1,-0.6405524024129826,0.8244969301077794,-0.8611803225570343,0.8236833510681623,0.264750506753092,1.4237544915981983,0.3931984660031203,-0.10052171249712713,-0.3369122727223823,0.14705993353231592,0.2914789383862053,0.8817303948133104,0.08590253042313328,-0.5655318414668906,0.3894522413633959,-0.5712599436415019,-0.09446806932016116,0.4067765093445025,-0.1280169508981776,-0.39981947191354067
1,-0.14804646798491794,-0.39688347563121307,1.084414290241246,0.0900152161181084,0.29711496961673595,0.8207899593870746,0.3744961651768836,0.05157556053183067,0.2513712455797338,1.235108215812466,1.104930990444367,0.7211588530936814,-0.08088776253130059,-0.4062794489522885,0.716230499533126,0.24290064418543852,0.12476402052991374,-0.1285690046068125,-0.9010191488889222,-0.08360298762428113
1,-0.6079219468240787,-1.1505348426431066,0.7846409844462617,0.4064857833674658,-0.0675111877711316,0.5459766209070261,0.8891664416477194,-0.3534731385996479,-1.0530598550483603,0.006559872080484429,0.42654661742736477,1.4275397918280053,-0.4214051614199542,-0.8058979584342659,0.6361806733491634,0.691770435734156,0.235557914397445,0.008027970860941997,-0.6236877330105003,-0.5463074341518548
1,-0.007440642713797944,0.21746620626877747,0.6656124140628278,0.11819322304589627,0.286994000476569,1.2413345603421337,0.5109941372567057,-0.4949324182120356,0.16627307832680885,0.17441317139551366,-0.49487984505331273,0.23687385183154053,0.9147105149669809,-0.8791860753559689,-0.32140487013113006,-0.5445007144486325,0.385457527961397,0.7895933425277171,-0.07119344799399624,-0.2974144870466088
1,-0.03681560388635196,0.048000339771947745,0.4133066810207928,-0.7708344213094657,0.45514482514393717,-0.43504641402755273,2.5084026848749668,0.336236553533419,0.5362793510132434,-1.6398112969949847,0.03336372424826645,-0.686857304761739,-0.13002405644602644,-0.1870249377522143,0.04253889744742109,0.19837693853699756,-1.0333418249346316,-0.8483160963614822,0.42445754354971893,1.269246226685675
1,-1.2675303029048894,0.12662526104136052,-1.0860576668116042,0.2732351196029034,-0.8592939915263735,-1.3427505541811144,0.38498348621624534,-0.15838861528528067,0.3105347889404475,-0.20951558157100433,-0.45829954573641085,0.20518983161725435,-0.5183027164341757,0.2985967266964488,-0.879152958584666,0.36203078743895983,0.1256079946077817,-0.10081545078864215,-0.28043492809386644,-0.13899774242442425
1,-0.33574824641846834,0.6791630852789703,-1.930704941163009,-0.14787716615476235,0.6501564148969545,-0.07669760538759948,-0.8269088955518095,-0.01754073916164209,-0.4672983612509788,-0.23259133875847332,0.008052631031124835,-0.41999011518430773,0.32055296357897795,-0.6209525432432211,0.9387586156966587,-0.2662003897160307,0.26638512001122716,0.41817941458049523,0.27167112079102235,0.001981467242575753
1,-1.085620301948105,0.7122883867004813,-1.0442867758474592,0.4588624940869037,-0.24630296943280228,0.9577929460031751,-0.20777380101790086,-0.6323930342202797,0.31959761049967517,0.006182017993846712,-0.6509404638562702,0.3834646182641109,0.049465490656321325,-0.14034120390752727,0.02642903507904883,0.01217397832572991,0.336265924345529,-0.1567193112451934,0.5627083985063991,-0.46029589740043614
0,-0.9874090988201384,0.5104542299168493,-0.7626130474484577,0.6654053615802447,-0.45129136834696537,0.0024228991735096043,0.4832263897846651,0.21082266606650654,0.9483179196874499,0.8825680448966113,-0.011654127570172737,0.05851878843571599,0.07917282815676413,1.8617090128379,0.7390261315226115,0.19602207114951326,-0.09005825155052291,-0.5386889977018229,0.7612787274039734,0.9410346601916607
1,-0.14743403575719688,0.36336564342879296,-0.5326712898741254,-0.7165693663413485,0.07865575992246625,0.7981236275519978,0.28012967911779746,0.12575547662224143,0.7906608355371126,-0.242678794176914,-0.6753156611166407,-0.26318159121411694,-0.21713785656523102,-0.3778175275586024,-0.2294453017715134,0.5724099501369538,0.2697197794253304,0.8619365843303533,0.7973704554871616,0.030995187859607753
1,-0.2519020091612456,-0.48080142853055985,1.0514309235079449,-0.13033271412021669,0.39823297480734426,1.2875979742452968,0.18531645712414657,0.25237513600650313,0.21816093039465786,0.7732158676049402,0.6761632212124102,0.6618170004651367,-0.19561427109134635,-0.36700395892877513,0.6267553223039298,0.40224636490064297,0.1263352739791545,-0.16503543616067412,-1.1616979377585677,-0.2966371095204091
