expt,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
-11.01,0.6521127629647193,1.503319553432819,1.3702337262273334,0.024699252441084257,0.430208162220493,-0.015352856117886603,-0.3554234608935222,0.5962760240807947,-0.2392141201137593,0.37537826034926597,0.63980633002251,0.4614801445280912,0.04855775862722254,0.3532312322333505,-0.9927567144854693,-0.9100471643280986,-0.37191662334216735,0.5908388045544991,-0.5298174905276002,-0.04432323061712159,0.5827289610144895,-0.005345730912485974,-0.5188216088457567,0.5971235873176957,0.2502195878123038,0.6687035751557179,-0.02784772669285866,1.1171611608494816,0.10755504953361551,0.12609265983835174
-4.87,-0.27746267757666254,-0.7276902335772216,0.5452011529731696,0.36521920511826,0.03577439810309841,-0.20995407364634092,0.045071821224976584,0.307317285369515,0.3740862356112628,0.07209633818761088,0.13188533938289465,0.08686850534365233,-0.07611882691865977,-0.09151808084167144,0.22778857165214753,-0.12833515344376684,-0.03597870370967285,0.36234888020291023,0.41750089643100113,0.09825448136580407,-0.017315822711479925,0.14165241746198823,0.08625181992950766,-0.24212099740675497,0.05951493209012511,-0.3785066203108031,0.03058925279603323,0.39932313580765305,0.21407448450212177,-0.10884181790022913
1.83,-0.44686612695035727,-0.9686121684691216,0.46164046246250073,-0.569110545711868,-0.5166029592086822,0.24735498296789124,0.07654004091951504,-0.4210277282157828,0.5602356646334188,0.8587631655342409,-0.08705330594717604,-0.3046593939702331,0.2105672648929013,-0.30773857236835905,-0.25559062535133453,-0.007884654420536753,-0.05351493418559333,0.07831985904388492,-0.3270330179676068,-0.25354902432174287,0.05486589835870881,-0.08892148665762771,0.13495676746411475,0.3539612367276916,-0.2163443128742198,0.3575423472606613,-0.22330893867400747,-0.29583357373164276,0.32463432302938067,0.0564627579047079
-5.45,0.043992176187836816,0.09064095911849922,-0.700694444764958,-0.33555164452829056,-0.47704559217725506,0.40581015060967424,-1.0818062500259467,0.2111721145686441,0.6813852362830262,-0.8273491377532057,-1.1584013985663781,0.7802123377125961,-0.6829096379970593,0.36690038909972783,-1.0737044786281478,0.6691872225544557,-0.4569956568186086,-0.21167332228948652,0.24761248859606252,0.5336156843006944,0.20589948411807693,0.1361423426492478,0.017742898497080998,-0.026940983800860265,-0.1575348943327352,0.0231530009135675,-0.07111601236105107,0.013778335316503269,0.25453880463264444,0.10619979331063233
-4.21,-1.7214988269788705,0.4896658846793903,-1.2525760494881202,-0.16073794869896524,0.5544837595381328,-0.4449969339224411,0.07142899529154961,-0.5780296154802048,-0.44706873948396597,0.17314219088122418,0.30391716794709633,-0.10467570682568311,-0.2317411634770145,0.21004262524985418,-0.07746500073630967,0.6845997448298446,0.4814429875115526,0.4571619021407456,-0.32292884553420764,0.3664642809537463,0.1250114825693268,-0.3467447361317376,-0.420398613808338,-0.24617386670794553,0.5873046799617654,0.2059306522661357,0.08243077167686055,0.29272358292773026,-0.3555591667723087,0.11220027404227448
-6.27,0.7410491253005822,0.24666225313198128,0.3303630442493052,-0.16141243888763004,0.2875253215589499,-0.18635077907239547,-1.5172872107405606,-0.8911830151549497,-0.3957112344204244,0.2964364289900795,0.028007283563498714,-0.1717293609326584,0.06780653249336181,0.02070893373991716,0.40572721239834036,-0.13148245657260318,0.23599705678424215,-0.14560097608004063,-0.25018654609637,0.21099235148961362,-0.11430668841051564,0.08218341818443543,-0.12853362668259893,-0.004718433206471137,-0.15249633362445375,-0.2750443203654617,0.08597572942021353,-0.10627888813999722,-0.20441348710315663,-0.3611152128552635
2.34,-0.3934351201068501,-0.9083931715360452,0.4741066352018861,-0.5311054472925401,-0.551671799535555,0.40189541873416457,0.04499057622037058,-0.5555752021492018,0.31676514124496347,0.3189979303747812,0.4312623326484315,0.018907058806548877,-0.1936118755837451,0.0519455929010637,-0.035206246182066164,-0.11305246214619148,-0.13518131169216355,0.00023564669072800002,0.01081603082691142,-0.18985544567981677,-0.0522406553209779,-0.12790562663533112,0.03446028045394371,-0.08125795738799024,-0.09797985523826248,0.04893535834961395,-0.11313829438239033,0.14049998293812982,0.01209764171466965,0.0028635261973174032
-3.92,-1.1876629139679609,-0.019140052860484418,-0.22936118350307275,-0.27413032541186405,0.09075879250330379,0.07667990423580004,-0.21203485550967352,-0.2717632857106409,-0.7364617478891847,-0.30976658040551364,-0.2779058549811097,0.41621417772853136,0.5433624857449099,-0.35551315029329944,0.15583638403160696,0.14590184537047463,-0.21641362983230847,0.05327047289056147,0.19501736046293555,0.10729903325048264,0.2480825383802735,-0.20914262664296976,0.2768015191524738,-0.28022357156211475,0.27353470210527125,-0.25155642433644265,-0.005563886915813368,-0.30972544072916913,-0.10531576334789403,0.052995826859888906
1.58,-0.33989569911933737,-1.1245124766758876,0.49041688121818683,-0.3566225180645499,-0.12193543014399337,-0.8408072736712638,-0.3464992034124568,0.25786097210965947,-0.03148885256378094,-0.8548930398480773,0.6879075551120921,-0.8580247992592572,0.23910159866863415,-0.06400917282758978,-0.5216875700459537,0.056224346866395436,0.030259582451785703,-0.030408998635508916,0.16097035241573873,-0.043471352857118666,-0.11054070084739481,0.28451789210238054,0.15214252297456368,-0.17540945319718138,0.08979740291408018,-0.2762311419163015,0.02145376401465866,0.07054376430872288,0.11820249844735391,0.38835375837224
-4.62,-1.0508067659110225,-0.1734845307905974,0.24394731579144635,-0.6152870730126561,-0.3515117511158266,0.8617046746662244,0.13587038709958818,-1.1410529140423684,0.005970552559036019,-0.17887142227795652,-0.09452943000439973,-0.22370340027325206,0.01195005247357586,0.0355042039647186,0.06516601329864767,0.0943024416305089,-0.2685540720466213,0.08861672677384026,0.07570376662341324,-0.0015133929385630113,0.09803003001550427,-0.08225885573688141,-0.1767857919012521,-0.07900486809399827,-0.2959156597798206,0.22988390575131204,-0.22141660228214533,0.05704467343761815,-0.019903023627883716,0.23638753975388319
