feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
1.0603337159671606,-0.5672126090341185,-0.8514434881358186,-0.12260752319791272,0.10524724174146649,0.3519377282460234,-2.4416891995701975,0.7679668442342574,-1.3895634722417267,0.43251000125430755,0.3846105129436342,0.5195055370058864,1.2030206146863,-0.2638576255936014,-81.73896799136494
1.03618972714145,-0.8986764336191619,-0.8463320207773839,0.17853098757574723,0.12331923636059584,-0.4162569707248576,-0.05213297455650898,1.1669703684893205,0.18673651500662614,0.9846409721204994,0.3486174754856421,0.22568366058811137,-0.9167828674538593,0.7018820980530056,111.46730654786946
0.7144965953885095,-1.2038531896472602,0.7546592066198042,-0.06625180078357629,1.5961454614212893,0.6483556851572082,-0.6434639228732749,-0.49235230728720225,-0.2070746334754283,0.013276187828797782,1.898351529828315,1.1495256564893854,-1.0749629460492574,-1.4748377662628642,-201.7624377156618
1.2764009364288353,-0.5807462947094688,0.1510683976392752,0.38079978268797937,-0.5685423429573621,-1.540997657849822,-0.3583850697456819,-0.7751236204623516,0.37265056095342813,0.46824816301516836,0.0323017797923618,-0.21821737796075882,0.43050024651600094,0.2567183705145415,-32.34306977644962
0.9644596779781215,0.5249630614758979,0.07602824446992902,1.3175021640593476,0.6940178846406309,-0.1888736186647589,1.2408524937534515,-0.5290654954394916,-0.9591333155520997,-0.8476594988736602,0.481369323317279,0.6939635620420075,-0.9779118749825471,-1.0274168782185809,19.53244615405716
0.20128144697977465,-3.013713182582752,0.8758559825036648,-0.8570402882887673,-0.054448423869219796,0.6085150116353626,-0.7298326890311718,-1.2239814675513283,-1.1521655434824412,-0.1618559843877538,-0.9528054825499712,0.0592251408500197,0.5291480603702039,-1.605428959328092,-493.85186280034276
-0.5988869339467862,-1.316791524333153,0.2273958712463715,-0.890874128119007,-0.642948362884362,0.514721259824442,0.950526951980686,1.500504646345618,1.0079757241426675,0.08109959439362041,0.38379686116304207,0.9077029612405619,0.9990488120597272,1.2093181372861888,220.0776496752289
-0.7009773083259894,-1.5971874853042418,0.9213932347664061,-0.41532982378588623,1.0282312164337692,-0.5584562538801751,-0.05987553301565281,1.2294842414180365,0.902931140806861,-0.07978352265627177,-0.14993816146131067,-0.2628294726360811,-0.15521601452973693,-1.9466022783441987,-77.98140629642867
1.662745698270406,-0.12030757342091318,2.015265504102805,-0.45868042646888585,0.2744120786804057,0.17574480667956402,0.3445163813973567,-0.1930460546777884,-0.4436118611824184,0.13025849262638955,-1.9395854994761046,-0.49838942216100324,1.1846756256115258,-0.9418417986220754,31.934644558498153
0.7337602444645479,0.7098357975804304,-0.8904900102695771,-0.34190330469077346,-0.3392437624658711,1.3064342578812236,0.3852695854459153,0.19225827209374052,0.6617932107256269,-0.6755561419313681,-0.06013545637049328,-1.3949283304471687,1.387837648670259,-1.1782399150329839,52.574563641734976
-0.11672388465593733,0.2629564627094505,-0.7927160276016785,-0.3893100804141837,-0.5218614843357793,-0.9264138499921629,0.24678410185351124,0.988074509782886,-0.7525960400115392,-1.9933750678421678,-0.9745098159532308,-0.5520440471913546,-0.4443691433598446,-1.420023835000884,-105.44515008738256
0.4923900230857728,-0.5692162628657775,0.8793798137398136,0.43850958156466996,-0.17175453090531131,-0.7551067915571826,1.5374224791774058,0.4499337168285887,0.35284497633541145,-0.5316902907107536,0.5127367843265419,-2.1021780506341377,0.738279219094202,-0.05367466948771162,73.00144015094175
0.9855760280172222,-0.3180163461807832,-0.9909331143998046,-0.05569953284607078,-1.672489652498776,0.9179072811190052,-0.33735339049561397,-1.8236209015864364,0.8350919796976302,0.9128820355943756,-0.34791750277544553,-0.15003407592406237,0.9404104239953799,-0.6733523279422783,-123.15343911796377
1.25429842173444,0.055120091392103325,-0.21018025818133265,-0.8022149686622024,0.993091815000665,0.7564948938501698,-1.220914072518192,-0.8105852274173819,1.3708958662050332,-0.3022450780371305,-0.14235004880659138,0.6105834666198695,0.5198440618016764,0.6510296691727491,-27.144572712289833
