feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
-0.5124560836740373,-1.1515650456493491,-3.9787259787112728,1.6216718997109711,-2.319366127517076,-1.7071057385422508,0.12897264893484972,1.0
0.8972687784617285,-0.9305763442931383,3.582458321390199,0.792280631031903,2.9785256554253907,-1.1186268531870098,-0.646005218181019,0.0
2.196148552316997,1.9414587172867435,-0.31535117102544696,-1.5749109074018888,0.08481387554753028,-0.4664776827554393,3.011256031921478,0.0
-1.978934928588531,-2.0516377547258084,1.2174885052894742,-1.2879315150105408,2.154219662822031,0.1828896665527262,0.43805260105417465,1.0
0.5958629980534839,2.95734703661118,0.5893174873914184,-1.5092830250468399,2.0992229471677613,0.7149809794564339,3.3111138411288974,0.0
0.32089915177270395,-1.3370311491955595,-0.4103845680447813,2.5383218602427466,0.5617057129348682,0.09968012615109156,-0.8489686079984677,0.0
1.8820385022998667,0.1114485198213866,1.033381678473857,0.4533937709145325,1.6017647914867728,-3.033974087424082,-0.6872820051504038,0.0
0.7552928471648954,0.2864362511587877,-1.85481395151877,-1.0586004835175915,-1.2710859459007255,-2.393920624254261,0.8361907968290745,0.0
-0.8432924973860417,1.0487542682657294,-1.640949321779093,-0.549476633742917,0.9442562450604484,1.1918385758621675,1.243420558719689,1.0
0.1772715428642296,-1.0104468523505141,-2.2321110003627536,0.21195421080342935,0.9251491437601221,-0.18312771121710303,1.5452670543827196,1.0
-1.0809739391559805,2.30553237039078,0.41706530822503174,-1.913648950442529,-1.1130498135493214,-2.173283746422878,3.640239408913834,0.0
1.1587159495511041,2.35407915544699,-1.1763794284388767,-1.0544431325969654,-1.538050524771469,-2.252932616599561,1.5432620725430866,0.0
-1.3201848413697679,0.24167159324830045,0.002327730593882249,1.0410223104541356,1.116335006955929,-1.6711026813274563,-2.303017664612104,0.0
1.086469243878145,1.950380651602153,0.01283387120774071,-0.1452688175801744,-1.6891232799529812,1.145670080519209,0.21478024684770514,1.0
1.4597242186648396,0.06545451786283851,-1.2871329005974737,3.3611290399929503,-0.7671100405286566,1.7984460760970395,-0.6957909528619917,1.0
-1.0528659786147796,-1.4272778237766302,3.6415593526036534,-0.09017675952957815,3.7068557595743847,-1.3157466844970127,-1.0318678143366855,0.0
-0.9548889524992217,2.6045621391537193,0.1752654376913072,-0.5734447060204848,-1.8048337739463893,-3.526528644821435,0.44021948844800896,0.0
0.6915766660024775,-0.24334837117623231,1.4031589431103564,0.42932510559527504,2.3325643206681015,-1.0843725875840293,-0.3071350421980542,0.0
0.42755847941769687,-0.13910688647865255,0.6926419033802511,2.3804639713448905,2.1921751492898887,-1.3750969007334342,-1.1503382549786976,0.0
-0.19808579442097288,-1.2131097563622764,0.07617800085851789,1.2436264416886402,0.17831760695046206,2.1379637933245936,-1.6395839183036975,0.0
0.09847814832696265,-0.14194217972611112,-2.102904539686112,-0.24109150755075137,0.3499234784946025,0.9774798147208406,1.2858121277332553,1.0
-1.6850722065797388,0.7755104006966134,0.9917544682186539,1.4703123498568418,-0.466249668581744,1.3185000561445446,-1.3126134349816097,1.0
0.9543867645806015,5.176592841085142,2.237098756662734,-0.7163766018057744,-2.022765830888774,2.4856388080993836,2.3959215609694375,1.0
-0.695784878853983,-0.7171507695470588,1.2161886066475556,-2.2164008797438544,3.014791044287871,2.709405698388806,1.6082752385924801,1.0
2.277498883794665,-1.0103222807067462,-2.5886326291362045,-1.1000274100901324,-0.9303042486914455,-2.934940439931958,-0.09643115474675601,0.0
-0.18888146034673287,1.9561347534098783,0.7093531129327215,1.0009891730575569,-1.876387946365854,2.2066092593451776,-0.6489332795449203,1.0
0.46949677717639116,0.6040062415544742,2.3903984247870933,-0.6546544639727141,2.2183642587411825,1.4534361247713146,1.8676317102761844,0.0
0.6448435866824075,1.0418307830701532,-0.917054430493462,1.6813897354537808,-1.5211940506293122,1.5804476165011843,0.33906688018823594,1.0
1.3261553112708218,1.3766716785279938,-0.7015408563530321,-2.394876552703184,-0.8208601482521708,0.11551973800176896,4.6069364265756425,0.0
-0.08947854824291873,2.733093822608759,2.9231272111261735,1.395691475167284,-0.3348733465115341,0.7610039621775808,-0.07860613531262972,1.0
0.13420504151860124,2.7329483608815384,-0.38734979208610376,0.04102986697511435,-1.4851620019025682,-0.25310989995947497,0.2986354413740633,0.0
-0.35063596571637373,-0.30698912692307,1.9661803601473604,2.1011398460050668,-0.828631244473054,-0.673448973826934,-3.7859862607124377,1.0
-1.0190976807044467,-2.543513496479747,-2.854415000192483,-1.208266055189877,-0.23462712139725617,1.1824682678853782,0.9484111202664609,1.0
-0.4679147224999825,-2.382669054150242,-1.905357300310213,-2.350433300840465,-2.2149766881754553,0.16064108359139007,1.6245440514728693,0.0
0.25211189752682234,-0.7544352853760949,-1.7402621570889987,-0.7169177147247019,-3.071600572291512,-2.1209909758465932,-0.9151612920110046,0.0
-0.7675737347683517,0.5191455581917259,-0.4231708002127065,-1.727032752101002,3.148072951477281,-2.658769112460734,2.267887106429315,0.0
