feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
1.4145389712099974,1.6173982320314795,1.3638785704788379,1.1853085275346464,0.82291541472223,-1.5829535474308765,1.2931636175169046,3.34221726236695,-0.3159802663359054,-1.3701188109729387,-2.1000359512827083,-2.50437446088816,0.3013578124524412,1.0
-1.4924612829843793,-1.1802167191881057,-3.3171617750846423,-1.9004598027320658,1.5308453960102766,-0.9481873912783587,-0.5895541303183458,2.1772459559293313,-0.023548042071623844,-1.2239246659393161,-0.2614488555482951,0.3064293888336378,-2.99792390299135,0.0
0.9768367641736663,-1.4672718354561733,-1.2602375002833837,2.8098719564406114,1.8607800629265343,0.7297101547429219,-1.5452654933052505,1.0038954955235726,0.678154549755251,-0.1607810900824124,-0.2997983598689526,-1.1148354190023537,-0.07859024251526836,0.0
-0.47892352533799726,-2.9587564967777373,-0.20739970951452524,1.4999817409478307,1.7452119111940645,-1.6817587853614449,-2.418710316844261,2.61317415078042,-1.944634573760023,1.1828043980660805,0.1703638923591899,1.5062352993759296,-1.039673215177729,0.0
1.8493602987440105,-3.0585979420226996,-5.130746392796746,-0.25992847478201075,-0.2203551795089876,-1.5637982184277814,-0.14387085267636435,0.810968203809826,1.0217272086711864,-1.4749395384839792,-0.1449716115574336,-2.9492220101497626,-2.5554679284586967,2.0
0.2141506303192145,0.6356837838578304,1.15848716057284,1.2899614914027073,-1.9458633069795572,-0.8159829057002148,1.4830839010729344,0.5447519104582894,0.013363748563301595,0.19810861540635713,-1.6968621568075815,0.5274009626514817,0.0018101019458913736,2.0
-1.0266055528024274,-2.6896733547969554,-1.3428633390654392,-0.022656492701285558,0.09014236855933876,1.203589223961187,-2.049199181486184,2.594812579151932,0.17868539550973273,0.15369512115098602,0.7671013862349991,1.3487015479004816,0.9467886770042941,0.0
1.9225936748198407,-1.8009432213496384,0.6153526723029492,0.16570026597789367,0.5307822112854212,0.9139436013851903,-3.3693729566759103,0.835576355787647,0.11998512549284164,-0.38011824714653,1.6018502269369748,4.099576282234775,2.784042436344838,0.0
-0.21140932227445355,-1.3858809795145184,-0.4447890382424846,0.10514717879564695,-0.7792199427096408,0.3225309625842532,0.4132661257664849,2.2761943816990904,0.003045884127353107,2.972819098438233,1.6259205173672655,-2.808377782901763,0.365443538163595,0.0
-0.7599323680174568,-0.07372753307299051,1.5491397331865253,-1.3918198915283422,0.6845261034228364,0.8570774931487175,-0.7471413899737112,1.0217957735022367,-0.2343765472891718,1.0609186417926455,0.11492098751510428,0.45310769371408854,-0.23956109193107866,0.0
0.13059073064470816,-1.2170580857563316,-2.7804055468595434,0.2464693544856822,-0.40340656143128056,1.0076283520749474,-0.7661608291279633,2.051597325516968,0.4758609002905728,0.24189739226254836,0.5083625858416524,0.5314435141969539,-2.0921536644336394,1.0
0.022974361974536065,-2.051648694997234,3.2660802111726546,0.32514682652557525,0.5805067821825441,-0.8250918070395785,2.119200804526722,2.372302674321249,-0.6307253104344971,-0.0952435807628173,0.42953362695155883,-1.9365324616214785,-1.085227009653914,2.0
-0.6404352254756661,0.4716586458823383,0.3403802137637816,-2.3764376891265604,-0.8891031700591163,1.6817857114663481,-2.6523323947353914,3.013337037728284,-1.3353334079420434,-0.4456541042315706,-1.279376153896637,2.041835667445756,-1.050589423599692,2.0
0.04272357576212331,1.5573511723017908,-3.1160865545874317,-2.488996431637846,-0.6472008974870138,-3.8859824995381316,-0.6758244904897545,-4.416334417128047,0.36681073251699015,0.09828955342053824,0.023347791177008765,5.174314306194798,-0.5118292052066253,0.0
-1.7397669876502502,0.6455863886434359,-0.694093202616147,0.3082641943633283,0.25987245738333553,-0.39468987604285966,-1.6438487923515384,-0.451867815130648,0.02629198389139431,1.0128381790229257,0.729420935760807,3.1768072456799037,-0.3553693993729641,0.0
1.233399795333918,0.025090811473601704,-2.939683879744615,3.178638518796266,-0.21083323110315452,0.6504313754145787,-2.328965467674479,-2.904054435118712,1.248307268098549,-0.054872140620120476,0.8287849643355412,-3.11511174819306,-0.8333714768364203,1.0
-0.46675908761046875,-0.1629578862334098,1.3895553071038032,-2.2837270432397245,2.141700026185005,-0.5958412282310908,0.785829359849713,2.8410322558533547,-1.5911320137700853,-1.0331402916861163,-0.9893603479720798,-0.5045810070581174,0.4464365623529374,2.0
-1.6358501870574775,5.219793532279283,2.336293094860097,1.1848698349221736,1.162117364169935,1.8218809696448581,0.5086121750058021,0.18213176644621454,0.8437108036985287,-0.706433380089629,-1.872910000479224,-1.2829091785227527,-1.2066291031807062,1.0
-0.6313397276348652,5.78773543800333,2.184176123905659,-0.7717600270872036,-0.3318096865078025,-0.41073956252908905,1.3998759446378375,0.36457390816592294,-0.8188410501288707,1.2817894387553441,-0.32760790888443486,3.106708301581529,2.4127150937569635,2.0
0.8085221584545209,-0.9435634004195472,-2.599890705644821,2.2631156807519863,0.5243621623589957,-0.11938910070443165,0.8871151973405169,1.2234554934845487,0.33868293959286533,0.4787881515321629,-0.0927326325570658,0.6033530237826729,-0.3296699270818141,1.0
1.0084546538035903,-0.8452940954754667,-1.0255354765308298,0.39646434681173415,-0.5343786614391566,2.51678212478482,-2.961403840942002,3.3658275437199014,0.9671620899906747,-2.849849073482235,0.3471375697377582,0.9168903724387363,3.722621383530628,0.0
0.7393657606682137,2.351580335373834,2.8129945640240157,1.0130986314299735,0.4608151109459603,2.11025447877564,0.4617763598366129,-0.76913063094294,0.23433934762069422,0.03793340835684528,2.161756053521358,0.8147948628222433,1.3258860138911275,2.0
