feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
-0.36132868084780306,1.425517581894663,0.8372092112039105,1.0506903174521545,-0.18062562329005222,-2.1107803408417674,-1.2918743742664982,-0.6324204374195562,-0.9919373826671101,-2.9864378136572003,-0.8617475977093103,-1.132243378404115,-0.07169089364806103,0.3000192024636059,0.3578303099156202,0.2957654755152093,-0.4924082487275958,-0.6496092712669302,-0.9690422335879872,0.3514319128622455,0.0
-1.0284473373627392,-1.0292311147725286,0.5281651215532209,-1.4321354363405998,-0.2491427829804568,2.1028662325998364,0.023962622052066673,0.4093802710356844,-1.3285393252076636,-2.457227691877006,-0.20050498801951241,0.22944408583992423,-0.7387878631538509,0.4459948568973138,-1.3189658085042324,1.0262395419810013,-1.8851430228710575,1.8097077676265854,0.6089439187445893,-0.3736037419816178,0.0
1.1285807098442528,-0.6766303702274635,-1.1408382625840208,-2.325325189887457,-0.24318284532231357,0.3409657418630125,-0.6252453072370006,-0.11515105517586421,-1.7807328869039696,-1.2340355184370613,-0.941409748929106,-0.9048053032523821,0.27911769213238713,0.07980278530281026,1.404484676852844,-0.40479457347646447,-1.0220165793754805,2.2205189246646517,-0.41759695530535157,-1.1688618807901499,0.0
-1.1918657628907399,-2.1204759105824578,1.3606661813801733,-0.14460056273679212,-0.8877854961518019,-1.6986867641264214,2.47224242609763,-1.2043528824132288,-0.16779842336241357,-1.4350249618545354,-0.5256341413980712,0.03077669835661162,0.11413428837334381,-0.2874806418762068,-0.30264264538732094,0.19366080808624017,0.09784022617396487,0.910501657064558,0.7745602618276691,-0.7114467835546937,0.0
-0.5384250155381957,0.8759105810488208,-0.5624089483799454,0.28686661553005477,0.7710966336884725,-1.496138068700103,2.2862824562216804,0.8239573140752445,0.39154267414933597,-1.7980062974537339,-0.05365219728873177,-2.2583059447683524,0.7970523702700679,-0.004824797876546771,0.2745880358125101,1.2930850634983997,0.8428703348682364,2.6839903966903305,0.9713878506121697,0.5017621556200188,0.0
-0.5921295835317865,-0.6602044188713869,1.690502225371712,0.2860688900046432,-0.06506304470523659,0.08841042495030971,-2.048995506453159,-1.8321656254078647,-1.591178684509467,2.143405429469757,-0.34454795607545374,-1.828756302417725,-0.08520356134477744,-0.035593098846957716,-0.5393613707261745,-0.18959056754475437,-0.48094960401806974,-2.0551496915275256,1.082866743407269,0.39291938740830007,0.0
-0.08107228722268067,-0.6035894838006648,0.7906795191090067,0.2260007610232968,0.6717415785130321,1.0500885701120501,-0.19042361996748158,1.5019412175713,0.7377878569948496,-0.3690007105403037,0.10160878865230193,0.3108755737710206,-1.2625156191389229,-1.1837628250774848,-0.7208119131633759,0.4030569091299145,-1.358626382559301,-1.0544851682540102,-0.6763927891834686,-0.3409432743649517,2.0
1.732122599232061,-0.2913617243124635,1.936661410414176,1.398522371763688,0.4359356262964551,-0.8237383783118132,1.2427829013570966,1.4358052618819723,0.4179207400032883,2.94435487018369,-0.15742623496931485,0.14418801871123627,0.013944653878407827,-0.14766427607823673,-2.0503754904343303,-1.2369211322929388,-1.4278902416670334,-0.07979415535514134,1.080359355639313,1.7357113154182384,1.0
-0.9525243106499319,0.20434602696952225,-0.8868527508722064,-0.22465414895835578,0.10985220372223176,-0.02831456339872296,1.4567944164933921,-1.6438663340134743,-0.12102069457128403,0.5610847836060742,-1.3170161736947397,-1.14962493936396,-1.8486490655965637,-0.8127985021899566,-0.09217241080106424,1.916332752716212,-1.4445043266170698,1.6456540809545839,-1.3096372137080505,-0.7520499455429254,0.0
0.06997396212082169,0.8101675058032224,-0.2297476213133317,-3.6857370086282484,0.6172648273120971,0.1913029980623922,-2.2167435393673918,0.6627531874391435,0.654178650319277,-1.566035223652186,0.1465531202289085,0.22608304843608493,-0.45462039617387473,2.6023945175666707,0.11241983149517416,-0.3701216754914584,-2.2161928959473403,2.3755744669348684,-1.741863007323412,-0.6105357400575822,0.0
