feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
1.732026075681362,-0.8085350501024564,1.2594177458089917,0.760182698962932,-1.2335510025596892,4.022540646835278,0.0
0.05745873636165577,0.5334055963098047,-0.24596351813505302,0.012232126645902936,0.12369333138643004,-1.8805922457979447,1.0
-0.754640868076927,1.068771076674742,0.04714127961340209,-1.0602196377914772,-0.8127436302627575,-2.647521799016301,1.0
1.128239935454359,2.0938736128267634,-1.25179260289218,-2.1049844567352993,-1.5475406962075933,-0.14995307733422458,1.0
0.744994491263478,2.6313700632742254,0.746376254997362,0.39383268715724107,-0.004923964622718493,-2.02657680505193,1.0
-1.2332897213879792,2.314414656329383,-1.6674651672825989,0.2633242370635178,-0.4989825550847381,1.653647844854629,0.0
-1.9351447601752458,2.977190711767514,-1.9079083709775413,-0.4623457462937742,0.42745509188515873,2.426774055532799,0.0
-1.9658509772309416,2.2073690008581828,-2.17241325601137,1.126409467970334,-0.5270686222796992,1.9510271700679187,0.0
-1.0796464975395264,1.4632249330019493,-0.61272991789093,1.8962212035259791,0.3863495847203996,1.4080454549622825,0.0
1.0709193384392912,1.6061243868356034,-1.159689438114365,0.7466133551508848,0.15849456814071092,1.7396198026772298,1.0
0.9787581399931871,1.2267308984559906,-0.5637639475238276,0.23683143643522797,0.2889752593256587,0.1506053822612583,1.0
-0.9461607529684102,1.1810014446764978,-3.343512176862517,-0.735004343664652,0.5600978107297742,2.105778773386482,1.0
0.9132067614775856,-0.5191904384425499,0.8096903471252288,0.6280452640708873,-0.4150561729755212,-0.6887475559364598,0.0
-0.6863026236949338,-0.03560270062376292,-0.15417349058604146,0.24475981797054472,0.47709343220422595,0.5497699174006758,0.0
0.28581111283683924,-0.7025393570938395,1.5619006903326753,0.21705154773783122,0.7949435687789639,0.6268500353279015,0.0
-0.4315170932604788,2.491565880445049,0.28996239478395136,0.7017261622462306,-0.16462352076410441,-2.699381268433127,1.0
-1.2516688504506648,0.6207574637260841,0.23079939737454058,-1.283665634766898,2.2194796831530534,1.4860043787460793,0.0
1.2486688368474808,1.4555078935905157,-2.0122318193480173,-0.9429770278331592,-0.34372806744896667,-0.45912517906443506,1.0
-0.06683482578513145,-0.5674028241720768,-2.185600266737885,1.6000071344768427,0.3313384796624506,1.7137883025597742,1.0
1.0532757213772206,-1.2732583037816678,1.2282718274350324,1.0736110270171013,0.19687660512262847,0.6352956965664395,0.0
-1.4571373407238195,3.4536150865937794,-2.3913903880332192,0.9984016423847722,-0.007516694220467191,2.0932765041417074,0.0
0.5535867021339651,0.5522315763228023,-1.8978823693352622,0.33808132852184336,0.18297393940288034,-0.9463096467820008,1.0
-1.4644851449990108,1.7060018443377278,-0.8424805640668959,-1.3090190073644823,-1.0299150749322055,-2.9404075661053044,1.0
0.9472660607082808,-1.4110925943283419,2.6717769457286753,-0.46408478233781875,0.569132362998106,2.0891329566868464,0.0
0.15691186309221494,-1.9872077803375467,-0.27804844514656335,-0.03758800996108278,0.5291344150354201,3.0464939231647348,1.0
0.2829029945311986,2.1346434201521802,-4.3092130947693414,0.033066401970232036,0.7824702535455317,-1.0547860816098096,1.0
-1.026848399043764,0.9418948968121439,1.8890600656151957,1.3069251968629787,-2.1288096091385995,-0.3321483025643266,0.0
0.3936331277383842,1.040180200109712,-1.2193837238133078,0.5977197950682833,1.6844346884583805,-0.15980329851330177,0.0
0.018681668143970764,0.4654934179916893,-2.6873905347967284,-2.412599252142376,1.0325844743758426,-1.0448848961483646,1.0
-2.869313771934869,1.1805334460279386,-1.6724104011571697,1.2112924115417951,-0.6744839008188867,2.2138177672806947,0.0
1.5959856090315043,1.1056288216531218,-1.113906414862509,-1.4277115778195226,-2.0601876201819023,1.0476462643542424,1.0
-1.2683862875697955,1.4350683754638842,3.0321583927433826,-2.6807781407793625,-2.110505040369588,1.7228980953347939,0.0
-2.1754744280784313,2.78763485695647,-3.055853368077625,-0.22109631627125118,-0.3115803754148166,2.068846991876228,0.0
1.4988852677336177,-1.7090975708581762,0.39758752131727026,-0.13726971275427505,0.08289809013369974,0.43808746660398035,0.0
1.5089872236742021,-1.8237785168479417,0.06739583169670027,0.17806089526710328,0.6050199926152026,0.6666683891117434,0.0
0.766644351191663,0.4323038258462599,1.5603484853924805,0.1143073919770139,0.13098298524064672,2.87022273433333,0.0
-0.9542041872796247,0.4944011950171392,-0.3437178775667171,-0.5357346515941799,-1.560709892954948,0.8590439489789966,0.0
-1.5314898479643508,0.7694871455974577,-1.4290833538876706,-0.1347301414998543,0.8114654778208696,1.0969806535758926,0.0
-0.2240402449662262,1.9755171604467336,-2.244926240516327,0.4612282379643073,-0.8378334521953463,-1.5893274727043416,1.0
3.003999192367754,0.21116125677476483,1.0473323624292443,0.24263046146954662,0.2882984703369151,-0.15286485636044922,1.0
2.4475077271650494,-0.403090062813791,0.8489276623585937,-0.6088218817328489,0.4225059508801637,-0.053983956784394715,1.0
-0.7152126482565495,0.24747219707410095,-1.9409949924588565,0.5270886856899284,0.4457375125997678,-1.8072382351086689,1.0
2.286779172827492,2.0833282047763118,1.4194556230858777,-0.04806962239495646,0.09502428737155309,-0.1149177888766979,1.0
0.10981828689578432,-0.5243561198628677,2.1331603013723432,-0.3997324274960373,2.3703504086651277,0.4716141419507308,0.0
1.4686101515283039,-0.03734576403575707,-1.789079591391209,0.6935435398171726,0.025833264080332475,2.170962614531521,1.0
-0.531760285057423,0.36240227808162573,-0.12289138542414912,0.2668386086765447,1.081281834199474,0.5491118803667828,0.0
-0.4428175110396302,0.5821629752815918,-1.0454386436669307,-0.041125537846043274,0.43189840346871067,0.3129026183848326,0.0
