feature_0,feature_1,feature_2,feature_3,feature_4,target
0.6386910032919036,0.7574057922824647,0.6203007593977405,1.0222354111590344,1.3412193997684485,181.55860153565442
-2.099467913931271,0.6526712525668023,-0.27800477836248444,-0.11605060942170858,0.08075837623510088,-203.42667062440373
0.36090762828481543,1.5368536448166032,0.8142835432301129,0.06679721087222476,-1.628557254934658,-76.69933295538608
0.4554631724226269,-1.3831544999914211,-1.8836659189197444,-0.6283012013174258,1.1068096748904004,106.62446973341345
0.05520407626222112,0.23577548552421157,-0.38912477681395496,-0.02506803101031618,1.365572043252814,100.24847056574733
0.004105618928670311,0.4282462483106155,-1.360249063899298,-1.4441469279195183,-0.20274775093997566,-49.54473287719999
-0.19687836582424129,0.7494377013548787,0.5259970018424702,0.3248557296984414,-0.7159044363993617,-61.18468701151225
-0.26105239754966864,0.676598496000497,0.9341488166704303,0.2865400940751332,-0.3405647611621421,-42.385223299870646
0.07022500508337498,0.08068311442179339,0.10947928809542631,-0.3062956682616417,1.5692867525952614,108.96149471251849
-0.5830031622490153,-0.8784794091354365,-0.3636883728366939,-0.542333338606745,-0.5897532396143939,-111.9581919076851
0.5772723723857491,1.0002865572361272,-3.1916884142463084,1.6461020733754494,1.1786776490512612,179.85395380225742
0.14998882370792638,1.1948827023314068,1.574933048293627,0.3110941673226512,1.0374390127996718,95.01813774689067
0.8183651883634472,-0.203987968528911,1.2407428931626336,1.288259823724724,-0.015000186450156895,111.38796417400047
-1.6263844526378168,-0.14145670842044977,-0.6540493687499435,-2.5454854117458043,-1.1970154607562815,-306.3916481312478
0.9976711514822403,0.13341511336523912,0.3140839148051375,-0.8230776781474155,-0.7982192338554199,21.934556979009542
-0.029313849126116346,1.173850130661666,-0.5826206440194908,2.251753902460382,-1.357233512288913,-42.05576549339562
0.8360025141091831,-2.5850688829578394,-0.9808004736727806,-1.6122624510560946,-0.048863251021914446,38.78512879987776
0.5722608029136779,0.10429643656677272,-1.1672560449398133,-0.6104998754727256,-2.317360178320268,-120.65109059575093
-0.47870579596455526,0.20786213142039342,-0.8451739141378933,0.23546230131224044,0.23641452723720482,-24.685814655642407
-0.8146322540678689,-0.264205223133027,-0.5561391663120332,0.5221618373043957,-0.09510926088962417,-73.91638955283378
-0.2743890137940089,1.583903272737552,-0.33086431577166153,0.03147411600302826,1.1975865481372292,57.32330208152557
0.3279295034133909,1.419348554089982,1.682168284590331,0.9557017741430215,0.3709667633610595,81.73819900767887
1.9913380835287084,2.1630847723379705,0.4834049499203957,-0.086027949499444,1.2249439727944216,279.0725866405281
-0.3769258516968995,0.16865422766238117,-0.7366748409624739,-1.6273681076115991,2.6486961209297064,107.692076699235
0.5224525891054664,-0.6341122320427892,-0.24403841851048802,-1.6371703553204966,2.22930110649638,166.41767365376506
1.9074713184768775,-0.3683173401614564,1.9755309394402507,-1.1605578469583133,-0.27538820232205685,139.38323182830146
-0.2800682014432514,0.511150059352144,-1.4008525981973285,-0.1801063498674793,-1.197152437614579,-115.6229896204859
-0.45723915250317115,0.6130422786388344,1.2333964590368394,-0.04329412794610177,-0.6189077065963129,-89.25752010466867
