feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,target
1.7584075954506397,0.1074310625819633,1.1523267935455521,0.29239710195569474,-1.0471865667411981,-0.43131151271831436,-1.0145774461881891,-0.4544940568932829,-0.5009020244696198,0.7877925418830974,0.35021724026699436,1.1716024979163269,0.10569284157756839,0.6639696677451233,0.3691959142857927,-0.26788775699699935,-0.9730139773837266,-0.20416589300768362,-0.7749435013529704,-0.9116268825085552,-1.5223926032146493,-0.4673276209325681,-0.025191752151467784,-0.22111982045987846,-0.9224885875380427,0.7925144417135672,-0.2594695084542749,84.23731664768661
-1.0043882550973164,0.5123598398926298,-0.6841425736098375,0.9150388661336102,-0.16617889854988227,-1.3879147198821005,0.6131978777732995,-0.8836263904976088,-0.9080198639305039,-0.5657883364986558,-1.9719793882434777,1.158669874658558,0.5338058136892025,-0.1116356437827883,-0.13158200209485538,-0.9636287180649853,1.2156994335309674,2.068941447233449,0.8756544230546269,-0.8240528437070429,-0.8090307701967386,0.33646567224622353,1.6002763750437168,-1.2181419132800386,0.8634039490531524,-1.3125429038302243,0.8271657408623185,-390.2620293696237
2.2954219404649665,-1.3109331654875918,0.6456791228835074,-0.2043142466806411,-0.012214273369145103,1.9720847237554486,-0.04499277835897307,-0.20392667410948337,0.00487132659579582,1.604672236611522,-1.451327469906836,-0.8538339297184869,0.216873246819454,-0.5685037062846637,0.3151897759401127,-0.6562657301374355,-0.29659955594306914,-1.4574355394206555,2.1974314104687673,-1.483825984545589,0.561304338621476,0.10729535990102865,-0.3035981791844751,-0.6930320079293394,-1.5973843450732907,-1.4915690603959666,-0.1039994937462097,84.16292274474064
1.137399918996645,-0.6524849799513468,-0.5085690926733787,-0.048479182532883816,1.3097061595206925,1.1978758943269143,-2.156965891931496,0.05403692646156475,-0.4980883940034067,0.45273748570480277,0.5202335490804316,-0.40696408437446796,0.17699954003304003,-0.055584993689964196,-0.3219291712783632,-0.45325770975206625,0.19955754741069062,-0.17817946401464183,-0.7243623218446308,1.4647372881929366,0.8876610489900278,0.4595160557129683,0.41573375487563,-1.4785835825903741,1.4053906043799735,0.22001474686901246,-0.00912304425206041,194.55947666291664
-0.6497188345927203,1.7699502814454002,-0.011112365804126837,1.079935154870568,0.528452162492291,-0.6644398134774976,-0.016107686995806572,-0.8407010066008884,-0.7441167052998515,0.4947611059553497,-0.5496348786670132,0.7748545744188656,-1.3646214346202292,0.29679971831678353,-1.1808704534616337,0.8982511401082249,1.221444815971559,1.3857989159451183,-0.6679340316271133,-0.7361667753902063,-1.2264406711591078,-0.3947718468774966,-1.7658561731597187,2.9291618270084503,0.42186777675913345,-0.554754618773178,0.5114638078133593,9.983317018796862
-0.8491305929981462,1.467531388625532,-1.2760201359365564,2.255244032616126,-0.7420568792684327,-0.00722645963464351,0.9823960156111041,0.9427851828787224,-0.10106792871147817,-0.464083605790319,0.47492238158380995,-0.7636274844645856,-1.2077442537244532,-0.1364997904640422,0.8565652533945937,-0.7020589124159236,-0.3869551543629841,-0.837460637377853,0.3349852262842902,-1.093418473025812,0.21421027569943776,0.735363778792454,-0.7878157742700546,-1.325646710467646,-1.1498839545467778,-0.009861743493377484,-0.17009327269410993,-227.1778043629137
-2.602603828610982,-1.0286534238606997,0.029120626657622148,0.2429350693398237,-1.0530421682552045,0.2594389287303487,2.1138109160581875,-0.15095169892770208,1.4737534032400004,0.5836984090847919,-0.17764085400061883,-2.0482107487432537,1.0083600112221447,2.6035042503824224,1.596438869868612,0.37532967238983944,2.5866998533240806,-1.0592816096059705,0.8556285550758027,0.055815578911125714,-0.16891689776532828,-0.6963768267122135,-1.1884272243033007,-0.5905791699284715,-0.4693041443182421,2.033799622442817,-2.7706759058409496,-14.806216002085609
1.2861912275758247,1.405227516225264,-0.5438601837095484,-0.5266200235246477,-0.9884939376282046,-0.8841463407295826,-0.8644317844238915,-0.4445651821727274,0.4268725296774692,0.6775138713876138,1.3819353664585166,0.6479730426452776,-2.118150463762878,0.06366994008996964,0.16232395086228568,-0.12128585257017009,1.1851091776244116,-0.5434470137584606,1.0790134727897014,0.5313998243425078,2.0009980448339757,-1.0648288668422832,-1.0678862699806926,0.933777992796174,1.0876929519516954,2.174064123941705,0.5955961829802339,375.0932017119268
1.600560526618638,-0.6060479506025637,-0.09630880298283974,1.068468506429885,0.19082754122795917,-0.08782395486677927,-0.9738151571322383,-2.85975050813384,0.03735718383071085,0.9220028925303737,-0.23867287598702516,0.6852625232889968,-0.14536326591976356,-0.17378968417635515,0.45972716945096964,-0.7600366517947715,-0.5184521814284203,0.4799699592672384,-1.6546825635134235,-0.34864511172128143,-1.1077093691753779,0.7438288830746104,-1.8826602208401089,0.6253582880409431,0.2205711934790766,-0.8153263906092545,-0.17858306105267988,50.67705498076012
-0.07626489302342986,0.300175003149745,0.7921849957257817,1.358933139937313,-0.10871917781103536,-0.9377172697682612,-1.449195533390786,0.6179966942562032,-2.0336866802432407,-1.2200382958483182,1.4970826427580235,-1.051439407307921,-0.9668894903048384,0.1160880474425663,-1.3836879625006424,0.5381719908305802,-2.1109426166319647,-0.2856726716382508,-1.294477891925919,0.15043712703154588,0.11311932480654913,-0.3646357492572311,0.3488064911420727,0.3788424753454211,0.2393038007804026,-0.03502056614246382,0.44684059643027607,-218.28409212701587
