feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
-1.3721335214272303,3.1167058967754193,1.6815091835188116,1.9430750694222556,-0.7429921678595761,-0.7960587203041396,0.058044447282483216,1.1055659430667883,-0.6570712545769438,0.5852756530093064,1.1774132817498502,-0.2060323190827119,3.0
1.6736342162634406,1.9121891799768038,3.258612949683246,-2.235045051852168,1.147633774453706,1.7058807852349316,2.0116309073211927,-0.4085334118526232,1.1140265060360879,0.7076675737822404,1.1207108374114478,-1.6686974741991398,2.0
1.3092391821544436,1.7353325571028115,0.479630233502384,1.5486143350717583,0.8823418151916504,-1.218705734292503,-1.12052769014928,0.7943236430181028,0.13881643352903764,-2.133481213563373,1.4803391947538291,-0.552197474306246,3.0
0.7355428628310772,0.053903505636934135,0.2930344341776746,-1.2543457740278512,0.8703590801861617,-2.067388585019369,0.4363468551214285,0.12888724335310148,-0.9783702347480783,-1.4397595807047736,1.115669108347466,2.8032895367669415,1.0
0.31343868883853837,0.03567584453757955,0.07999401276089912,-1.2023923035661521,-0.7840775998454779,-0.9515445786004451,-0.05655074464372649,-0.1261958971658768,0.8025941034227964,0.5199591900792797,-1.3905755402531854,-0.036565746820325096,3.0
-0.3163774998196475,2.320436266906448,2.684115109695234,-0.1772334994548963,-0.2002713354098693,0.3130441296305473,-0.1580200049648907,-2.1270299852752785,1.419328936127488,1.54308843986643,-0.26391489123953776,-2.448745164850669,3.0
-0.3007999803468437,-0.34939280282364393,0.07277854237631431,-1.0746920945841807,-0.5786755688012835,-1.7839911696186161,-0.18765154572333875,-0.360343375981552,-0.17962141006102894,-0.4680317205273734,0.5922282374196813,0.4616086314712222,1.0
0.7579818968442001,0.8795646941059982,0.20510852550828695,0.8429359563464844,1.7712255582412928,1.3496112965218319,0.2955767803335709,-0.5390612341131852,0.2892881460064565,2.8542680852590974,-0.11190014175077764,-1.0544044035283073,2.0
1.6063441159916296,1.183414754860134,0.3527958974271457,0.7030056259981887,-0.06583577769108778,2.041899159988444,0.8929525751899621,0.37278498192517734,0.4399622962830923,2.8455001233840154,0.9608913359603738,-1.273323152380497,2.0
-0.9743164647290053,0.8993317308274931,-1.0708277488910225,-2.667092309108429,-0.3748102119870905,1.909304822671508,0.8127430380752886,-0.19583939306148646,0.8256041998107138,-1.7471596914213445,-0.7298502529786761,0.4100158173296591,0.0
0.3868053531479968,1.3604015139575347,-1.4261549035279346,-0.9702428617610769,-0.47219706684114165,1.319456492764119,0.46532229110634254,0.3639621052107886,0.3956208214351612,-0.7659832193282827,0.875619415649154,-0.9328094895672235,0.0
-0.7680130823819479,-0.02149053382562771,-1.108955112653263,0.6932644589243275,-0.199157916106383,-2.0225588495166757,-2.283482195359625,1.0329873611390732,-0.5253832780067058,-1.5058182807909937,-0.22011465762917914,-3.521668139343202,3.0
-0.9153561146823286,-0.6379380492036573,-1.624897561713006,-1.8068658528663222,-0.0004872716710376663,1.1899496295240721,-0.320078383933682,-0.5313966372431507,-1.9098244873594115,-2.643683730008809,0.6340760475116387,-2.2017991089564863,0.0
-0.5484948828431596,2.1599105705896022,0.4762419596071801,-1.858384056306228,1.237835529128753,1.4075915881218855,0.11004060788337387,-0.7314321359965985,1.0944895411198994,-0.04152950511931275,-0.5564852873040944,0.7667039956810797,0.0
-0.8650059351090345,2.620302264727113,3.792760928129595,1.406824871052966,-0.8423335661006212,-0.6764464178913167,0.8078106373333764,-1.0301291884776838,2.20440589031537,0.34005197894267336,-0.617724945194524,1.3290111015931363,0.0
1.0085061375559998,2.6645052436048626,2.59611848487555,-1.5756472367580097,-0.7701078084325595,2.8520273135607486,0.924588687879092,-1.585821729295684,2.2865216199383016,2.0603856005339107,0.6350177851367991,-0.05852395300893498,2.0
0.6913244905433591,1.474720698855624,0.12172199321018806,-3.207396346151788,-0.36744603265839487,1.236452025018692,1.488884855513586,-1.0529214598412906,-0.33299197324874624,-2.6304391921181964,-0.9594384266134905,1.2446262395879675,0.0
0.05975761199386772,1.1168055559836811,1.1642191160992883,-0.9740018600275737,-0.0648498422799547,0.38356758005722114,-0.9513862924689959,-1.5310061414965064,-0.37565813652370167,1.377152932411002,-0.23136630257950402,-0.10234150874675207,2.0
-0.3068900346590009,0.3438900538164106,-0.8098768370994192,0.18367104504337717,-0.42460372155698184,-1.66744329228863,-0.6043687502474153,-0.41900896480455146,-0.12128873197985551,-2.599287867330451,-1.538399757740494,-0.13280437671684364,0.0
-0.4589434038753013,0.5861116494236875,-2.0623783030444196,0.06475168595165637,-0.7034281305459579,2.9828420747973023,0.041561435454728235,-0.4333871287013414,-1.011236866050514,-0.4773216829804454,1.0115816533580055,-2.0585022176139036,1.0
1.718733374128594,-0.45819538242456614,-0.5859309104032399,0.3229149257610996,-1.0805301154642937,-2.930708288713296,-0.33593526447546906,-0.07130060121519437,-1.8677811847489703,-1.365152124805377,1.554966053117857,-1.0201022170764102,0.0
0.7415397095718768,1.883333759592179,1.69964756480688,0.950104063356535,-0.31051112296035654,-0.6211102323146764,-0.3468497104180705,-0.2944186783330187,-0.9686553013354305,0.3056164749602761,0.0711132944059399,-0.6942097001680854,3.0
2.1725026897624446,-1.8263732317891792,-2.355393387524604,1.0500866152755788,-0.16946532541603787,0.15767641314706515,1.101909714980255,1.4421754436378587,-0.49357764029196005,-2.5530799069130223,0.7170047944633794,-1.8019730829842735,1.0
1.4172516423171937,2.2064929176182995,0.49201201014073237,0.29886574168636737,0.33151879562193937,0.18678744593605323,-0.2646164133448235,1.3984599305480074,-0.6459442152252727,2.943489911442125,0.5259097070018689,-3.0001699397877566,1.0
-1.0561159454094935,0.6858189617171728,1.1963252146322034,0.35654685985322765,0.5027075281253242,-0.21391095985279285,0.0953423643136799,-0.8533201920769373,-0.8499680340764183,2.1000521631556577,0.05248311828297868,-2.6459737354214425,1.0
0.10904050098194097,1.3188516524022769,-0.024132872610507894,1.380686442582558,1.0799772622757342,1.7193088550251132,-0.4190780128992057,0.8517601037076911,-0.05185560458735032,0.06473011145906593,0.39550670065612425,1.1306813603855752,1.0
-0.42391577423622556,-0.8475870387866566,0.9094649354530839,0.9444894737762709,-1.3983996777255696,-1.8160997433172068,0.0388801859025447,-0.1321340742214555,-0.01975272229568988,0.6009377617017473,1.029653226924861,0.48873724219306447,0.0
