feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,target
0.19441519751480965,-0.2906285815360472,-0.5698389945744945,1.0396368595054386,0.48091165854889134,0.12591353506884392,0.19911145007721637,-1.067856917577539,-1.4817411658708413,1.6445762130730253,-0.31541162416325774,1.8053290318431192,0.6896792575274396,-0.6041032503841554,-1.214583277440786,0.11408686971421308,-0.3971003199548682,-0.2737862228735078,-0.5613038977975481,1.2487545968672351,-0.9208408683658619,-0.09094675223202757,-0.6314615701968033,-8.063930537607655
0.4209560690332401,-0.17046724029057012,0.8648984069855143,1.1754330389895593,1.17530459827191,0.8905664496774988,-0.4546785389009289,0.5109740542137077,-0.6800781206280794,-1.3982122787965614,-0.1734553640079951,0.8805203628901217,-0.26158439202473177,-1.1597733547540399,-0.010738847645568027,-0.38011900147491967,0.8839585272161793,-0.6353018860831562,0.9796626334457872,0.14873647473483328,-1.6055302213004192,-0.6781771303184734,-0.030378822497303566,8.421057691674399
0.6719877006398614,2.122064390387894,-1.0124651942782055,0.3761074494853146,0.45572777174070944,0.2542517526345781,0.0948753391206146,-1.2334590781053738,-0.8623399620762965,0.5401590149875645,-1.1639279919365497,0.10013271641773368,0.7949825872324742,-1.7345077081514675,-0.4972287378306903,-0.6460601731879523,1.752299566304427,1.9341012881916486,-2.4497438324749945,0.9563737147080219,-0.13471215969533357,0.24401422794429087,-1.0909984898998335,137.0983564260293
1.0103384327188856,1.0004853371064737,-0.7236563940511322,1.000935880122151,0.7402868210760363,-0.8848871707591398,-0.18971345758973002,-0.06993937263032908,0.11383184846555341,-1.8188469730069312,-0.02604199488746848,2.246181687740939,2.3712789582103597,-1.1354166156496943,0.05360076717775054,1.1324670862938893,-1.2783966166214615,-1.223452564808218,0.7386604207471829,-0.9505126557325635,1.5798809539026746,0.9836956625323089,0.47333768888482525,78.73516487366298
-0.23549037068249196,0.7234685102726612,0.064266087964073,-0.690362027127776,-0.32218852638115725,0.03294605092248114,-1.7720566831619797,0.21630686282434722,0.495186050126319,0.4877480949928906,-0.1486537683238005,-0.8995096258566527,-0.03292724495748112,-2.0361641673428075,0.23912406432345332,-1.0033931751669507,-0.9078053744668507,0.4884634225685291,2.492927852409237,-0.4240481509422749,-0.5224366433981997,-0.3619999078043178,-0.2893855251755184,-261.16149689058074
0.21227200658683665,-0.11644556970338081,-1.0649202235632311,0.07158023491461647,-0.42623139682988365,0.9566507577732655,-1.143881532451323,-0.8209963151427497,0.9170753699661324,1.2574597539217192,0.3643326849308701,0.9732177063355477,0.3113757200637837,-0.704277395258908,-0.583535222603654,1.2454173724534043,0.3438995227885363,-1.587800697497177,-1.3567673196900114,1.1127998435739186,-0.8151144451669932,-1.0237328021987089,0.567930171083762,-42.687979658419025
-2.01625885109864,-0.6885014828414966,1.1197150160356728,-0.5296381990489606,-0.8003180728765827,-1.8246079095945114,-0.37788019785874877,-0.770254569377934,-0.5622733063104578,1.473348530824511,1.4965103035245817,1.1108401804268875,0.577307037452737,0.37218742788683196,0.8674709917191706,0.808296557998542,-0.23620341598265812,-0.2671966184282088,-1.802702529134952,-0.28138725746122384,-1.6341133344074588,0.5924372009639636,0.9214603654959812,-46.906652542220144
0.03748963730447299,-0.09120074928840383,0.9196620567159585,-2.3854998630516975,1.4157415439699943,0.8304320626992675,1.242500812829054,0.05579464089851633,-2.0200552894268884,-1.0780895255318614,1.380477319443874,1.2148303338637791,-0.37066886041363717,0.042521491927061235,0.42617509236251294,-0.9712475844147614,0.5074084534930599,0.5473609289570092,-1.6296920406173052,1.6801772054817636,1.386701344639688,-1.2439860414234627,0.6275959164030922,429.2431499941944
0.7015173320314776,0.36519840115043156,1.3576978408376312,-0.4325989503027825,0.20284181444130067,-0.026667412795177637,1.196375125420373,0.43665717892908673,2.770912189157762,-0.009127452722864759,-1.8913636984018445,1.3823768976953388,-1.836348751959088,-2.7568412072852175,-1.3209066286455007,-1.6182608722214924,1.4649386810344844,-1.6726339516742024,-0.31113872178104574,0.19093993737220516,-2.3518941412761953,-0.13896494023656164,1.266654933506107,-323.9306398682388
0.07997442686119516,-2.2090315868382335,1.203576421959731,0.6051609374944923,0.4717116774783384,0.1757688229497337,1.1678412130636147,0.5152074661162792,1.0809213824255026,-1.014210120861083,-0.379080096210594,0.9538842662940206,0.15985726854989873,-0.42817472791202543,-0.6355095271820363,-0.5770193929436798,1.305610431172011,-0.02332629329056001,-1.3721665794681843,-1.7853670561558181,1.6907451657930586,-0.31043396277389457,-1.4326847411197772,156.82264607658055
