feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
-0.8194200145256116,1.1075747029889114,0.9691587003475787,-0.539366737301922,2.000801584587888,-0.47402199554458074,-0.3555692126038112,0.8867050613490446,0.4879584096618294,0.38289302954230003,0.2951622664189188,-0.16565969194675795,-1.1105641216885178,-1.1333623282048129,-0.2834703925680237,-1.7262953161970747,0.5359409434362379,-0.1681834320044156,0.8889103718158564,-1.4445730185681274,-1.0468489357307493,-3.309640111442157,-0.14293926546361216,0.5416960600880883,0.2719769413793301,-383.1493376857291
1.8392487954059276,0.9657976024064372,1.199469295445964,-1.0678961392305877,1.771168236579675,-0.5007676000218748,-0.1158692007930378,0.6508490803926303,1.8433694130906313,-1.130747455995603,-1.5144521297016682,-1.995079465454925,-0.5237022803193198,-0.13741915370954388,-0.8131751617386951,-0.6536719808890227,0.33136732832728366,1.9796017817245881,-0.17083949291319048,-0.5320963460096116,-0.46495512798445787,-0.43284071871690805,0.18702213114790484,-0.12654653598276566,-1.0391781689299486,-428.3797495122225
0.8966615910703956,0.270459849665381,-0.6873696990030934,-0.28954831876202114,0.804975506841727,0.11260065105146772,0.4639832008708299,0.7096506853310046,0.3691729538687716,0.6175046536887803,-0.09698515249792139,-0.529716374418557,-0.9194120338554198,-0.5179414964722803,0.7347374254730195,-1.2868719350328868,0.07560377667588554,1.0938490084237757,1.6565141202773477,0.9596328194042215,0.36887425299285387,0.6198661109650707,0.4695738877074584,0.37867059679222553,-0.5898443571702134,170.27213980673486
2.238153887751114,-0.7383422935084268,1.5645797953177476,0.17555543456797734,-0.4427836260682808,0.010352110243376986,-0.2344100004819888,1.3320715565857768,1.384359279224422,0.8895930410655432,-2.5476115888901947,-0.9089261917846095,-0.1440175413565372,-0.18613103049175667,-2.480189669492133,-2.069532740782377,1.0639688083367755,0.5410814787410515,-1.1549169345095562,0.9562221317077634,-0.8136216881071754,1.6114303966633627,-1.6109250402279949,-0.29381256970873637,0.46978069402298733,-155.90020001778402
-0.14903149205821614,-0.10052359444293728,-0.789881135899271,0.9451201083638681,-0.5158253132540053,-0.3510436304535116,0.6561842106137431,-0.4968184477197283,0.1747292808909027,-0.17493717531109132,0.6544117165818089,-0.02123893543165524,-0.08002396398393759,-1.0836791308079943,-1.7044524242714298,-0.22005451297126752,-1.3451730390485612,-0.10468751897155888,0.40845397997164506,0.29570951060088874,0.874636078274429,-1.1327824548535048,-0.17565049500993682,-0.40622627508720904,-1.1493700424690019,-175.80706575979337
-0.8836668795116914,-1.5792607912101706,1.9919833282852217,1.808748418739341,-0.017088344590786172,0.2528157963517892,-2.013979766995852,2.0464682089789448,-0.2574459444816712,2.4040324445910644,-0.7468850824013809,-0.04836118772732428,0.29973698657802567,0.6949941455966097,0.6308488554737397,-0.5998813342808224,0.11054809924589248,-1.558424186624652,1.5070745700952455,-0.4112876546648279,-1.04333635091611,0.7011017017453293,0.3580322530487494,0.17974650018928953,-0.26476143415609205,-16.911087387501293
1.431637517721565,0.7330039705288451,-1.5918555746830658,2.8224666749065777,0.04071843837318241,-0.9670442233469906,0.5668565480970786,0.07317325697672537,-0.437832418283707,0.4932359302606291,1.0846366938645544,-0.1650094209839266,0.13307967825713207,-1.005799432273802,-0.059551449121262826,-0.14505069565582882,-1.0298427995451398,-0.2666941727235245,0.2983833676155568,0.6858865891931473,0.09598970954529293,-0.6197880856365073,-1.1767024467136094,-1.160215692057754,-0.14361683100131956,20.69256099010751
-0.11315885671836284,-0.4272964553900731,1.7433569624535472,-1.2990253576730615,0.8510502476934821,-1.1165171041476738,-1.0599787796439322,0.5146286661605272,-0.28287863353582043,-0.39490851726881204,-0.15048798291390164,-0.4845095464599855,0.05411964953731671,-1.6242461218022863,1.8632677675615203,-0.21085606183875832,1.395150683187847,-0.10600222428708224,-0.3670709725620756,-0.5796862416561477,-1.067792993943029,-0.8859940836397031,-0.1392662257566323,0.08299393764883606,-0.6253012789475321,-555.862810859838
-1.7301274956790151,-0.11552482016406095,0.5562403741610207,0.009784427492160781,0.2741939221827908,0.19486381544223916,-1.16420818349908,0.9444608798587178,0.2327960962665621,-1.2357810712715018,2.2481084183447733,-1.4004112337819512,-1.1611187761472122,-0.27948762119236664,0.42000777489681684,-1.2887216621944317,-2.0466757338835695,1.0166817488945807,-0.4590664259643584,0.73011602209631,-0.46906510591843065,1.0294293381439992,-0.15744521079930182,1.2109693825922117,0.22557491365100243,-117.55030093342073
-1.6795731149429316,-0.8079325703417195,-0.32793657949199506,0.649676626019562,-0.727488823350877,-0.8030603136498576,0.6699936897029241,1.0738739116374612,0.08982534109060744,1.1815239813511746,-1.1064854725983966,0.048884048776194386,1.6122298159391553,0.7369443445216073,1.1798763201080977,0.6061723055190925,-1.001417545512153,0.3316467194240269,-0.48400171780382995,1.5399213620785899,1.1005803443473967,-0.8113763095930513,0.521805044962676,0.3003966454739142,0.5442182888447343,88.78639587968155
