feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
-0.5233156913586058,-2.1233687428728727,-1.780996556586496,0.8401851613323805,0.4013079236718955,-0.3876528803945935,0.24994143343595532,0.9411235894966656,1.255691856186405,3.3597846382187493,1.2234089337202227,-1.8851116780540107,-1.5033634660058617,-0.2434963608784365,0.5092193982677792,-1.4640574154432362,-0.8123834801987745,1.0
1.8425409977606815,0.5000919948646011,3.3949443184633985,-2.9006561938422957,0.7060204319518992,-1.0769343234785416,-1.7459466460692694,0.021364450565166216,-2.9825562689529,-2.243731784497343,-1.2098311852275203,-3.0561646434487684,-1.7284211793905302,1.0044668584210188,-1.3463967722617787,1.4569727782961739,-0.02703416131108066,7.0
-0.16812565174746408,-0.4580186268188284,-0.3749077976614774,-0.07130541104697619,1.177498163704127,-0.42964396809727157,-1.7889896096536768,-0.26684540271061713,-4.4386044759688055,2.1258536655037137,-2.4750028640158486,1.572449139260233,0.4163617475123012,1.410182852815081,0.06177160467137568,1.4133577145683407,1.2715580978946355,6.0
-0.24321156476956962,0.5620108969107098,0.3984006135000828,-1.6337789176074056,2.1736164478014874,-0.08127702263714692,-2.64040885811906,0.12391291688154488,0.891981714461819,0.37480797307467917,-0.8684507420436929,2.0640946404446257,0.6092199315049757,-0.11532772508776896,-0.05971053100659814,0.7037354081794467,0.503240237237267,2.0
0.42107754316929213,-1.11658661952368,1.2235021750926824,0.4719631435459113,0.6201650746012883,-0.5363767565285158,0.03419729665466553,-1.2481582106072215,-0.6097986338201735,3.834663263216544,-1.1488535561490165,-0.018889722880568338,1.8197258961183118,-1.9172000698052183,0.7647419324734165,-3.3293222504429623,0.38624293698389883,1.0
2.03742990365184,0.038895534908069025,1.5487497420745604,1.1097536885293457,-1.1642089718122872,-1.7182966433948408,2.6147979557997494,1.3047554283187253,-1.9226708854627308,-1.5033988164906003,-3.7683764741535515,2.1939177894047983,-0.25811684962392967,-1.0143770426121892,-0.6978681264348888,1.2707875382216982,-0.5983507844452461,8.0
2.8543906296853874,-1.3755270831062023,2.47578596001052,-2.4598679165493493,1.6097910598180203,-1.7559779786409981,0.46356585270432626,-1.1414985903569674,-1.1890342536100253,-2.5543264519047755,0.09110152969325958,-2.641624683821723,-0.029739245555483768,0.9662633524600734,2.4529852734504463,0.46584408058704885,0.6898028088767703,5.0
1.1665467619692969,-1.14625215979857,2.4182681625415867,1.4549393534076573,3.1061018973633576,-0.40869079933527835,-1.799562934645742,1.1280892440225703,0.2786704317134494,1.4866503180146315,0.29827059559234415,1.6906045134168244,0.20593566893200807,-0.4653241138141938,0.06748136709857701,-0.45568522409182277,0.908355670502408,2.0
-2.5883330900374864,-0.13397704145654396,3.5219170374875226,-1.1884441701261061,-1.4920429576113987,-0.3851455212941219,-2.6448190988046387,-0.7095511416415302,-0.5325887542470414,1.4420168745697923,4.074942772103139,-0.8726020238275818,-1.6258892448395346,-0.9305885630785705,-0.5134556057073931,1.462248233666048,2.286741794493592,7.0
0.7156795356615882,1.7155935260101496,2.4375076570178944,-0.12944941065427784,-0.22871273722435792,0.4570214788024392,-0.4825332764556901,-0.18282195416626953,4.333021990464691,1.0137483745890608,1.244252354132433,-3.3314734837747424,-0.29350159582888946,0.27372613123604167,0.00492277406067885,0.8766820409873677,-0.7111019432592048,5.0
