feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.6818380364059493,-2.0220489959842913,-1.0264911552761091,0.33799010031257115,0.640963769762237,-0.8608398422530807,0.0
-1.7447804909396094,0.7220674285422906,1.0800687986343982,1.977318270494024,0.8731470297941407,-1.9768000598380104,0.0
0.6745884629497221,-1.0577863897753284,1.2919128300490759,-0.8214110882504103,0.7259068617520147,-2.4191660141504943,1.0
-1.4982007048346502,-0.7209373829922396,-0.36426341124892314,-1.453091981318015,0.08373795258297469,0.9871328844032592,0.0
-2.1440273223385797,2.3034513818769,0.27885859707591987,-3.915035596390325,-0.7855832231561977,5.325375744182025,0.0
0.8631754998080818,-2.1483170383726096,0.5911233752103964,0.28398578242396,-0.13664811700729296,-1.5147021234657072,1.0
1.6330548230395514,-1.0934662337019176,0.8801703493723817,-0.1727186181712428,-0.08704013869160422,-0.4727813994774983,2.0
-1.8304770697220847,1.6143381860112573,0.7871189351664969,1.7764883488343808,-0.5577117988369557,-2.6517437066097798,0.0
1.4235410551159946,-1.7001565071867637,-0.06987091939937495,0.22058268730290975,-0.931197769678967,-0.12819382523214728,1.0
-0.9015211171725307,0.29006426199949953,2.8374621523478476,1.4417171679936267,-0.9877202915437442,-1.1296240531730208,2.0
-1.3061977213000073,0.9528185318782847,1.1201736118200283,0.392017057767755,-0.39925455310118024,2.320313917542639,2.0
-0.5919717689222553,-1.3520053414477202,-0.544020327769081,-0.508858609730393,0.031915178969095605,-0.572873920545943,0.0
0.1470552849104556,-0.5482033917765665,1.064067032775101,-0.01825690176798367,1.1625287436341432,-0.4976803338460649,1.0
-2.958971104766012,0.6058618219546424,-0.9448370343881496,0.7211193608185849,1.3732805711281226,-2.1381846647372704,0.0
-0.7028440523796151,-0.15102612965534257,1.046491663265684,-0.6848512797930899,0.9116556125924568,0.16055365571691882,2.0
-0.18157012713517628,-0.07322480469905712,1.7040465732458336,1.2596254413747865,0.5921973724408135,-0.8406509733701315,0.0
-1.3727703340445898,0.45180777248064996,0.7138328582668946,0.8296168745720304,-0.8943902460319973,-0.31088323622049185,0.0
-2.953843654957732,2.525637068593131,1.9372472274179011,0.15639760853724238,-1.0196758621994535,-1.423385843541683,0.0
-1.5257996465309676,2.0147228400112747,-0.8917584547404331,0.9879189693088196,1.0293857254988286,0.8847036528344996,2.0
-0.3870699583799697,-2.937097309848704,0.5888924846404795,1.9171534068285285,0.40346165155519653,1.115898642569845,2.0
3.734090688533742,-2.746387852542318,-0.929318266593129,-2.876848999148769,-1.7738737645487008,1.4521732084049535,1.0
1.7347684736650733,-1.0577736566469378,0.43687140975413274,2.4616719742407946,2.114400938297344,-2.184562117200535,0.0
-0.47349443954223513,1.3549574813243757,3.322517301506923,-1.893792137808037,2.2990969738710207,-0.7966954974984459,1.0
-0.3820413562169116,0.7747069130629997,1.156397328059759,0.31184354221870225,1.3792331769924377,0.6708955949518737,2.0
0.09918829865432222,-0.6862394653125627,3.3974887432391263,1.0034526500117518,-1.7741361867327234,0.33555645324712524,2.0
0.5587970858155245,-0.8595641629602937,2.9297573482005506,1.4294511724788912,-0.5903882412759842,-3.9955649277557876,2.0
1.7004008950435354,0.7578755864583893,-0.7631639042452372,-2.334390572356287,0.5265319010704073,6.734211515201196,1.0
-1.130904803917475,0.5940013929756359,0.9580248738230719,-0.665653597962061,-0.4890841077385651,0.5056145853791922,2.0
