feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,target
-2.2985153862350045,1.4287500600729848,1.9048820216231281,0.11902144289610252,-0.13931613737596737,0.7175896610167378,-0.8534054752769087,-0.6865133767998262,1.5261145228578432,-1.3391696638268453,-1.0138638171523155,1.4921093224619044,1.2376027280842583,-1.572673470908595,-0.18210336354755352,-0.5024685654405496,0.23127209602419058,1.1708222388305662,0.7250157570673469,0.9645593281590926,0.4209650657195469,1.1080916884003273,0.550208722832525,0.4996805381162736,2.343648637839589,-1.0835091638934262,1.4744306513162335,2.9984773719973425,0.7922785048160507,0.26681501417657183,539.3596085984102
-0.7368270903167695,-0.7027602391902517,-0.2985893941814151,0.3064781993329305,-0.6857036691281068,0.39286885688634465,-1.2558630391341778,0.1749969379653753,0.40084617335114675,-0.48184739929062703,0.14570574647763718,-0.12898008827677043,-1.9250699761007146,-0.23743047202139553,-0.5971319324620549,-0.6818990767885053,0.47762695370245395,0.8070899707936088,-0.31024182501058994,-0.3403580266395937,0.9675818377681475,0.8256229605058272,-0.10194836225559196,-0.32010505072870526,0.32423051573523026,0.5207113125595358,0.10111581780860078,1.216010039738356,0.5500422537692092,0.2824608108645018,18.817895460105643
-0.9448042219311331,0.30346930380979786,-1.1616230877372016,-0.32923334416238376,0.6030345452461591,-0.676360646641388,-0.29171491483549394,-0.7661213300932905,-1.3413466277160253,0.1463399798975619,-0.8761902398513759,1.1321556198870917,-1.4484077333956933,0.930627567886405,-0.8959079545368149,1.7297920634453003,0.27167898979509547,1.0044654002668723,-0.18861757746497784,-1.341787634886921,0.5807443181072289,-0.12434680253330402,1.403384517841656,0.0062493300860434085,-0.19771585692938057,-0.6228266900822468,-1.15681895348194,0.22081895340308472,0.26255357474871693,0.26803688791274227,-242.1758171852287
-0.959296715039234,-1.0090319647671944,-0.13072976302145947,2.4269778189943927,-0.7196011915024324,-0.7370780925948395,-3.417773348448407,-0.5074207627533768,-0.25023484538764945,0.7863642784622733,0.07811580960811597,-0.32434301758268974,1.3027830831679328,-2.1612605400063836,-0.18705942526973182,-0.7985561645864911,-0.7692156804864148,1.3452295281421942,-0.18585557724140814,1.72458635933622,-0.001684095325263145,0.13944985757310052,0.16483561129009533,0.33938583978182146,0.9467419231288194,0.2700617852212392,-0.8355225710297974,-0.44323704878827214,-1.5378453129616307,-0.8306718168916738,-111.18866693322818
0.20565929475494205,-1.3451709355456452,0.04870174040843661,-1.312451690792259,-0.9641003191547669,0.8254139173183582,-0.7266753012273376,0.12411016180454555,-1.0346159708309726,1.4974228692087197,-0.4649200969442293,-0.11137157820890363,1.4354489737276002,0.5910482953740602,-2.4136480853397897,-0.7041579389538144,-1.361685452400145,0.24601146030851434,-0.13005357815369842,-1.472514983695815,-1.1098464607871334,0.7128449768658193,-1.3180828582513042,-1.1471441055083487,-0.5865567510337703,0.8743770684835092,-0.3188072161013345,-1.2261468080954554,0.48495684307136766,0.08695824877772661,-260.99004216118976
-1.1823089402295663,-0.11416132799338738,1.010572188425155,0.6978638679954853,0.13352645426062493,-1.371216470659547,0.8431871144993375,0.5241863279199358,0.5436571986919198,1.456165798194632,-0.5336476256551371,-0.1907871085268315,1.6182841869800288,-0.5111287246951566,0.16865507425418175,-0.7042613752875181,-0.3593278828787726,-0.6589891017598537,0.32302887764927246,-0.2970370727937824,-2.142359644277029,-0.6115187993756473,0.1993181479255243,1.5893060747054357,-0.44664107005717135,-1.5444338730242462,-0.03361954353514886,0.11455872678822926,-0.09202335121910168,0.5082324189083683,126.13108962429817
0.889034711903614,-1.5365245942253423,-0.6864586901222204,0.012809387204806079,0.0595178539586342,0.26162847337887457,0.2935586852448088,1.2654589404132113,-0.15469530785026048,0.3501364016243355,-1.2249345942797394,1.3344490410885277,-0.3659156184762569,-0.68259118943712,-1.5294887330824003,-1.1496849831596563,0.5940792512280971,-0.9117796828095812,-0.3500750607087369,0.062432506345765616,0.13960995201121107,-0.023943819914999186,-0.2866358786956165,1.5473491703588176,0.5234274205698446,0.06549335315817825,0.18803383187438782,-0.5617400152945071,1.4047443989320505,0.2783570657870026,134.34541315476056
0.9564765964526548,1.264233678684634,-0.6518051012863703,0.20754531260600984,-0.44837503036551335,-0.5199597330307489,0.9370053729352588,-0.37124249265775794,0.03869483338596537,-2.301531657857135,-2.1509323567319187,1.461720208322685,-0.5427340335294925,-0.48857391142786755,1.3876971855892122,1.5917813780100623,-0.7496912208376486,1.901566759965957,1.2575559529884521,0.793397198025102,1.9707715214762358,0.4779509648199382,0.8602741581688081,-0.4197870154530088,0.4644703397925923,-1.0724502517056969,-2.0580265109722635,-0.47599790283120724,-1.1246057427435672,-0.009817677631001165,-382.84948595069517
2.9678838203720628,-0.9161137580136997,0.10295282877071245,0.05559566381247426,-1.4510324835293595,-0.5282218042656378,-0.7993382488295053,-0.5029908220972666,-0.5284379209583049,-0.0444579300282888,0.09481906502110744,1.4821553935519012,-2.299493613264871,0.6088462170051901,0.19586063699631084,2.141159975882484,-0.684652201260209,0.6443176367395257,-1.001706024114085,0.08593133554275419,-1.9735358639548395,1.1428343247352089,1.3782245248007474,-1.033446925143474,0.7049140775150781,0.2061502285017477,-1.4440120500454305,-0.9757317957796212,1.2776600698066876,-0.5139857276802715,5.128631870664267
-0.015631415775106072,-0.5274184264952202,-0.34749695276842135,-0.7241844616684858,-0.10728501740704567,-0.02131645460445766,1.024194249318014,-0.9410110110856839,0.4240308954884578,-0.013863232780404015,-2.0667916937402495,-0.585331475894969,-0.26835439813197554,-0.8549125422940508,1.2252836693164681,-0.6563290579592975,-2.0082718683733396,-0.5915571064352173,2.2696317291775903,1.0044526747933045,0.9523488814946295,0.9261359651673924,0.5810298282573854,-1.1995752990486643,1.0942731064228446,-0.5550091947105136,-0.6016832901324485,-1.4365619488898478,-1.3835261218488162,-0.628150937949566,-841.2391945997858
