feature_0,feature_1,feature_2,feature_3,feature_4,target
1.3074420400914097,-1.7710978433134574,3.052881673868209,-0.07426944991647932,-0.40879289904094673,0.0
-0.6937915923358176,-0.11839232843003171,1.4274178903970873,-0.29157855022489154,-0.314336639654383,0.0
1.0347418788901668,0.6139231815717836,0.8306007443724275,0.1427132557457531,-1.0957500796743536,0.0
-0.6277002791579487,2.1439804073921,1.3292489589314949,1.3079774089014913,-0.08377900696083085,1.0
-1.9916205370202602,0.45260815502328083,-0.12540378942744113,-2.1717638261891565,-0.5167740317389629,0.0
2.031358088052861,-0.1720151330412446,0.02456614583028527,0.3595162231784561,-2.0938315656618878,1.0
-1.6803800272929295,-0.22555979169883697,0.362985709444851,-1.8460530551885506,-1.6143252706010578,0.0
-1.6315687192575077,-0.6103220577447723,0.2965432070845522,-1.9297978055167426,-0.8212478260301096,0.0
0.9194292788471783,0.9068848880684215,1.7991957188460086,-1.6025850594713424,0.5746688955331224,0.0
-0.5210259775425063,0.2936958669894069,1.3278980462024008,-1.019305557542371,1.8728806731236982,0.0
-0.23242991988871342,-1.8578224411090791,-1.5910760714995817,0.9449405307505363,-0.23740921620807076,1.0
3.7873200808843546,-0.2960844091340183,0.04044936846638414,-0.658361972786372,-0.9576126894304132,0.0
1.3119874074716402,0.2639780374163155,-0.9167427639644554,1.0516719464455326,-0.3987809264104764,1.0
0.6874469321359733,-1.3286777725680212,-0.027430749403786425,-1.0818145741940306,-0.40627676624999665,0.0
-1.6527252409750504,-0.09655331473618044,1.1275850855974217,1.3759994646286977,0.052123185300190424,1.0
0.6591758870597795,0.33923694955045974,-1.8098434789849747,1.6189487731763719,-0.15898357757534837,1.0
-0.2914380874320057,-0.39265138441152175,1.7649866665850782,0.7586904528870666,-0.8610279431695556,0.0
-0.692967515136411,0.29259533409251504,-0.5445007804504218,-0.6284614300019089,-0.4906109939765063,0.0
-1.3915994514158894,-1.0920878925956004,0.916655902350968,1.4813176284850278,-0.30043201872074443,1.0
-1.0589520354173159,0.645077111359688,1.0539278923773603,-0.5281955983432866,1.309906134804876,0.0
0.3679651119577798,-0.14499009783585182,2.7136601098871065,-0.16917260169588177,-0.8666295998764719,0.0
1.685954974598258,-0.2895297366620806,2.3692513154956796,-1.1540434147557415,0.3389080047960066,0.0
2.148755927789421,-0.36234482696528186,-0.7988055959348344,1.0907960939836392,1.1785470796163515,1.0
0.43475634123653095,-2.2577724227392824,-0.775478078291088,-0.43026032218906685,-1.6385916985688795,0.0
-2.9780047691993987,-0.7027369498876481,0.5779681090081358,1.3245077352794883,-0.9480887054707224,1.0
-1.2437942372548925,-1.0979994621347595,0.4283550945783108,-0.38837703277796076,-0.8882035940564329,0.0
1.9137884015937348,1.2171397340213421,-1.3983536850750533,1.738748757246624,0.5204137534381074,1.0
1.2368675164486786,0.7149751003608104,0.9693804043548037,0.39645261206502336,0.8858344297828712,1.0
1.4196815340050244,0.4968497752527653,-1.4133882820271073,0.29725098650683224,-0.09336626874267885,1.0
1.2075752454523991,-0.09007972059140897,0.8624449198764712,-1.8234017018865292,0.6831962007282989,0.0
-0.09877764799970623,-0.7695753841885017,1.6776595352505468,1.248686238012318,0.3864833857377835,1.0
3.295498590766618,-0.6079781740159557,-1.869563207005426,0.5367323044528316,1.1070609333700623,1.0
-1.2633338316714582,-0.46332393754465856,0.1531865999942661,0.010962861900325027,0.1783234103272697,0.0
-0.7940595338277121,0.7595911076890904,0.969376913189983,1.0351704777773483,-0.7060327968851984,1.0
2.566321100217986,1.7677152183380325,-1.9245912581908873,2.278342059211603,-1.4515699039915129,1.0
1.3912810963183913,-1.164337876793023,-1.6581966291009065,2.2373171081788694,1.001819498446671,1.0
-0.8249175016113885,-0.16675358285074776,1.1414131386136948,-0.970135403028298,0.5870006919883035,0.0
1.9776944192336672,-1.7779272012371004,2.174248861150856,-1.1833878645773697,-0.01057496059112295,0.0
-1.1542215329558556,-0.0032708690136983107,0.2684675560933829,-0.4609338376391221,0.04295721934626721,0.0
-1.4498976504876335,0.5526172071780887,0.8041487168653809,-0.7589287066548928,-0.6152681209093006,0.0
-1.3184904222202656,0.1901057659942493,0.6356436313738194,-0.14380789627442436,0.1997806684454285,0.0
