feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,target
0.8741407213071769,-1.2311648464276381,0.058489227829751175,0.1697465676204097,0.6563906695121333,-1.787268171049231,-0.8874063672506969,0.807144335133898,-0.33943829700971695,-0.26156960312158145,0.5725578347713278,1.7222722707761322,-1.812128474566848,-0.17689679950753007,-0.4874026397411936,-0.05839019846060651,0.32077624993349424,-1.552000012933657,0.62045243676609,-0.08254857437464666,-0.5842169366809384,-0.28045814916700784,0.00826661477117568,-0.8724818027514344,1.1706551321512086,-0.24831041963402534,-0.2650605316192092,2.4985826535097573,88.12687392250984
0.49801005811738314,0.757058241171242,0.13342052140328015,1.0661844624437855,-0.4261006713015478,0.13196214824037056,-0.45835971958236993,0.581044770558338,-0.47225474420573577,-0.11433531829283025,1.1738402854895036,0.16135497017035932,-1.2447762234260837,-0.9434902817614707,1.1502484418926582,-0.08066915646252545,-0.27382720471777033,-1.5250378208372062,-2.498357746170607,-0.5287723825826995,0.9657532283966226,0.2995811039249613,-1.0381430910470861,0.19928500087813392,0.3155980349212615,0.07882456909990651,1.2488753121124805,2.0602052332267338,-125.62992034383217
1.067611561333796,1.0323706844089147,-1.5692680587314296,0.2684969168723556,0.20107733882598633,0.27379088142494146,-0.5340617639398154,-1.1820310039510786,1.6886076297923773,0.23362489679934537,-2.6957135307513447,0.8782400067834613,-0.6675800335809771,-0.7067732507488019,1.118239731529598,-0.8349624143384717,-1.7375937902518814,-0.10176260072433801,2.347845096206741,0.15334767418890302,-0.446784813000107,-0.06519758786699516,0.8106608348164465,0.643141801885664,-0.15962700892058762,1.9307132908357838,-0.7719154198489924,-1.6620506388472498,-207.758530088508
0.8101795432732902,-0.5239235408573629,0.5024307232551385,-1.8963808466091925,-0.7676195858655338,0.04698765528436385,-0.7025912617398796,-0.4894469433604108,2.5072708172001033,-0.615611223337291,0.5096197263052439,-0.034438703114533856,0.2672223810059087,1.498079517879054,0.813803575255594,-0.19846944033144312,-0.10869336049696761,-0.5033898401699258,-0.8746127312725608,0.8057999059725625,0.0760618516370121,-1.7981563566745937,0.1980988351675785,-0.2591722600668365,0.2607197977766067,0.09571712539044006,-0.034641915759705474,0.4645288922652831,-216.05612432424013
0.8859776170597427,1.0662633927370866,-0.28532891349396444,0.7181102016591072,1.2422085727196595,-1.8752188365631943,-0.368978632718407,-0.04863200909499133,1.2255313928303393,-1.7171972875072035,-0.7350995943307569,0.841750354619403,1.7849547370552652,0.3269368152205098,-1.0216671723383304,2.18219331341099,-0.4151516604289806,-0.8619597554160726,0.16537272469551847,-1.3114563868565203,0.17204979681229016,-0.15266488516673174,1.2993179261558934,-2.084609169799207,0.13052901488347077,-0.0703023994759627,1.145097354321668,-0.5858716030414214,85.57099565138155
0.22570900442740663,1.1378519363468216,-0.22046853574270966,1.3848576544023623,0.8659503157479757,-1.9585821714218126,0.14410005962377803,-0.421210093615969,1.0443033633589016,-2.0111197719862,0.7648988780201823,-2.509095401035799,-0.7762055407549678,1.4626025241646898,-1.2655955476592804,-0.37018782482989704,-1.3796014758517552,0.15908233587607468,-0.3790599799896716,-0.11717712228622172,0.2262943043701889,-1.065887605105298,1.4425316976023088,0.4919045161100444,1.3485343571622583,0.7347454136571392,0.03846988742066059,0.3402968700817341,-189.11323418336386
0.9941736616477695,0.04014750085867156,-0.6871451304915616,0.023777855170066323,0.03505650064718319,-0.48970840416226824,-0.2013794354475259,1.8237583817394767,-0.3636718571873812,0.032451878354992504,-0.5419838737904183,1.0134898171765347,-1.0554244355264373,0.015930775265969158,-1.1932286485634624,0.30289783193722136,-1.0347920530097061,0.5113925347836568,1.4260289292585921,-0.07726134433460956,-0.4536156557501062,-0.17928388017920044,0.9244868223196024,0.5996919050635536,-0.43785169377174044,0.4377374044569169,0.21669489767453837,1.057408827797242,259.0790246729139
1.4303521569889799,0.2474408969219192,0.9341634737705485,0.2694786033843489,2.2526184757508347,-1.5724266739847104,-0.3194692426858837,-1.8632151214788117,-1.2673375130110744,1.242566177157102,-1.0075280124214565,1.1585557277506524,2.275970387105855,-0.3880973491796203,-0.2702764259017898,-1.974962605861161,1.1279938493401584,0.1244875681190162,-0.49890858611978955,-1.2966588650367128,-0.6198857486773136,2.5038238103157653,-2.192621907368183,-0.07004035851832455,0.24408325687813848,-0.07896154819093737,1.657920076320569,-0.4544699500890976,453.4872527769099
0.598375955393096,0.17579456068537042,0.27678102976861896,0.3156697378907775,1.2247308694616268,0.03375247493750324,1.0462919775582975,-0.03548804475294226,-0.07740763949000722,0.10697904713747927,-0.187039475220083,-0.5060262036817493,-0.47043614171078996,0.9763743025156512,-0.19375263662568928,1.1998923420737924,0.16685631447147917,0.034517264769085065,0.6623079755082627,-0.7437983353002539,0.32631390065568916,-1.004074186995192,-2.20810770362483,0.2731879942815891,-0.3140131595061617,-1.1048143711487075,-0.002042680120699776,0.2945924724661715,36.364384288756185
0.32801263153670407,0.10833902572870845,-0.23760601984166566,-0.5752514415461324,-1.709610863358558,-0.9853638766743055,1.3386067088556288,-0.41926556841556417,0.8741347845077863,-0.6238972501959706,0.22270593938851815,-0.22844131600298612,0.8848014661322383,0.3646805409337131,0.20221887819084947,-1.0858688828976717,-0.5186529258106836,-0.5172770109137093,1.3104528128688606,-1.1584618936196356,-1.27177983145951,-0.5446400338889406,-0.1741293233157009,1.7427437331533808,-0.281435282795953,0.5766138811734123,-1.3402861139503692,-0.6284124959369445,-329.4671635867509
