feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.08024001886521293,2.3405914738261937,-0.7235708629862584,0.3252095420486613,0.5901658618802466,-0.5626083545826083,0.4658787888707825,0.5376798913539512,1.304681461662297,0.477856390562865,46.04619036850889
0.03096096094739114,-0.20287270460876256,-0.2791388952141912,0.4610109978842359,0.0007199688371885394,1.0845466286570913,0.5168224134148917,1.2141238653307354,-1.6397210834114597,-0.4921057574963073,2.689266805290481
-1.1405492374519492,0.2772853930139948,1.1791302377021573,0.4711160992759215,1.0828190126884578,-0.5086677817954524,-1.559547527878685,-0.18867364406013215,0.38714774114825634,-1.7828208268231145,85.53227942772861
1.4501723385770897,-0.010904109683888366,0.8913028925931776,1.5703309106270187,0.3484575104640731,0.7012187703946112,-0.12254836958588376,0.5410979044830536,0.5652747647086269,0.31896555974562957,62.5283874887084
-0.40546231112062403,-1.0404444550963032,-0.6579683592542866,-0.10978222863389828,1.159372665530405,-0.8470289646307527,-1.0824112886280162,0.053644203877184125,-0.5208079115425395,-0.7046743614722374,72.8870678524565
-1.1154657474042204,0.6454591385761677,0.04723914271251777,-1.4673198734230573,3.1285815684800955,1.3828692500958524,-0.4091008878166389,0.672361356257681,1.5629435483616787,-0.9380920290675866,196.54346882687628
-0.8774593000968122,0.08383872550852074,0.5567104169515353,-0.17761801767236304,0.973159439057238,1.3944664924288794,0.759150692051855,0.4294784703975797,-0.6903738376552404,1.2073085971681494,80.32703368949907
-0.9172157159691946,-0.98473251524664,-0.36961983969353396,-0.3324873743824896,-0.16850333070078244,-0.12409041613407203,2.430549287757503,-0.06496204900582277,2.2713220282822197,-0.8759133966539967,-27.070171965714444
0.7647789226616014,0.6968998039235667,0.008066504914995528,-2.2289556541989777,-1.6824433272750066,0.694858287531611,0.6137322021404267,0.21436268790024224,-0.4481238802919171,0.9038825905720189,-156.20565041076648
1.676376664738352,3.178023898617122,-1.1082300725921546,0.97040882728376,-0.6435809960528179,-0.603269320786961,1.3564959399675947,-2.378694832659697,0.4575573008181533,0.8620963206732899,-33.15668586702556
0.18410935063590625,-0.16224113651866567,0.35642979279978565,-0.53152411303934,0.03802346952560368,1.7771622830441176,-1.8253902289532036,0.9253378465954913,-1.0237366653468338,0.047890481775677625,-3.295600267135997
